rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition
1	G5 | G8	4	2	0.0	G5, G8	2	35
2	G10 | G3	4	2	0.0	G10, G3	2	35
3	G10 | G8	4	2	0.0	G10, G8	2	35
4	G5 | G8	4	2	0.0	G5, G8	2	35
5	G3 | G8	4	2	0.0	G3, G8	2	35
6	G3 | G8	4	2	0.0	G3, G8	2	35
7	G8 & (G3 | G4)	4	3	0.0	G3, G4, G8	3	35
8	G5 | G8	4	2	0.0	G5, G8	2	35
9	G5 | G8	4	2	0.0	G5, G8	2	35
10	G5 | G8	4	2	0.0	G5, G8	2	35
11	G2 | G3 | G6	4	3	0.0	G2, G3, G6	3	35
12	G10 | G3 | G8	4	3	0.0	G10, G3, G8	3	35
13	G2 | G6	4	2	0.0	G2, G6	2	35
14	G10 | G3	4	2	0.0	G10, G3	2	35
15	G5 | G8	4	2	0.0	G5, G8	2	35
16	G10 | G3	4	2	0.0	G10, G3	2	35
17	G3 | G5	4	2	0.0	G3, G5	2	35
18	G10 | G8	4	2	0.0	G10, G8	2	35
19	G10 | G3	4	2	0.0	G10, G3	2	35
20	G3 | G8	4	2	0.0	G3, G8	2	35
21	G5 | G8	4	2	0.0	G5, G8	2	35
22	G10 | G3 | G6	4	3	0.0	G10, G3, G6	3	35
23	G5 | G6	4	2	0.0	G5, G6	2	35
24	G5 | G8	4	2	0.0	G5, G8	2	35
25	G10 | G3	4	2	0.0	G10, G3	2	35
26	G10 | G3	4	2	0.0	G10, G3	2	35
27	G5 | G8	4	2	0.0	G5, G8	2	35
28	G10 | G8	4	2	0.0	G10, G8	2	35
29	G3 | G5	4	2	0.0	G3, G5	2	35
30	G8 & (G2 | G4)	4	3	0.0	G2, G4, G8	3	35
31	G8	4	1	0.5	G8	1	35
32	G10 & G8	3	2	0.0	G10, G8	2	35
33	G4 | G8	3	2	0.0	G4, G8	2	35
34	G10 & G2	3	2	0.0	G10, G2	2	35
35	G3 | G6	3	2	0.0	G3, G6	2	35
36	G8 | G9	3	2	0.0	G8, G9	2	35
37	G3	3	1	0.5	G3	1	35
38	G10	3	1	0.5	G10	1	35
39	G3	3	1	0.5	G3	1	35
40	G5	3	1	0.5	G5	1	35
41	G10	3	1	0.5	G10	1	35
42	G10	3	1	0.5	G10	1	35
43	G2 | G3 | G4 | G6	3	4	0.5	G2, G3, G4, G6	4	35
44	G5	3	1	0.5	G5	1	35
45	G10	3	1	0.5	G10	1	35
46	G6 | ~G4	2	2	0.0	G4, G6	2	35
47	G2 | G9	2	2	0.0	G2, G9	2	35
48	(G3 | G9) & (G4 | G9) & (G3 | ~G7) & (G4 | ~G7)	2	4	0.5	G3, G4, G7, G9	4	35
49	G7 | (G10 & G3)	1	3	0.0	G10, G3, G7	3	35
50	G9	1	1	0.5	G9	1	35
