Gene	Pattern	Frequency
G67	000000000000110000001	1
G20	000000000001000000001	1
G71	000000000001100000000	1
G1	000000000001110111000	1
G21	000000001000000001000	1
G70	000000001110000000000	1
G25	000000011111000000000	1
G89	000000011111111000000	1
G82	000000100001000000000	1
G2	000000100111110110000	1
G33	000000101001000000010	1
G23	000000111111110000000	1
G59	000001000000111111010	1
G54	000001010000001110010	1
G97	000001100100011010011	1
G29	000001111111100000000	1
G74	000001111111110000000	1
G24	000001111111111000000	1
G68	000010111111100001000	1
G62	000011111111110000000	1
G94	000100000111101000000	1
G14	000101001110001110000	1
G85	000101111100000011010	1
G40	000110100000001000111	1
G22	000111111111100000000	1
G26	001000000101100111111	1
G9	001010111100000000100	1
G3	001111101110000000000	1
G8	001111101111111000000	1
G4	001111111011111111001	1
G50	001111111110000000000	1
G77	001111111111111000000	1
G28	010000000000001001100	1
G16	010000000000001110011	1
G60	010000000001111111011	1
G43	010000111101011101110	1
G63	010100000000001000110	1
G39	010100010010001000010	1
G64	010100111111000000000	1
G15	010101001000100110001	1
G35	010110010000001001000	1
G12	010111000111111110101	1
G5	010111110110110110101	1
G86	011000001001100000000	1
G79	011010000000001011010	1
G98	011010101111100110000	1
G78	011011010011110010001	1
G93	011110010100110000001	1
G19	011111101000001101001	1
G81	011111111110000000100	1
G61	011111111111100000000	1
G13	100000000000000000000	1
G76	100000000000001111111	1
G83	100000000000101101110	1
G32	100000000000111110001	1
G90	100000000000111110111	1
G51	100000000000111111111	1
G75	100000000001111111011	1
G84	100000000010001010000	1
G95	100011000111010101110	1
G45	100101111111010101101	1
G96	100110000000111101001	1
G7	100110010000011110001	1
G91	101001000101100100000	1
G92	101011001000010010111	1
G100	101101100011011111010	1
G87	101110011001101101000	1
G99	101111101110000101100	1
G44	101111101111010000010	1
G49	110000000000001111111	1
G53	110000000000011111111	1
G11	110000000000100110010	1
G80	110000000001111111111	1
G6	110000010001010001010	1
G34	111000011001011111110	1
G10	111001111111000111111	1
G30	111100000000000000110	1
G48	111100000000011111111	1
G38	111100011111101000000	1
G27	111101001011101101111	1
G69	111110000000001111111	1
G55	111111011100111001011	1
G17	111111110011111110111	1
G31	111111111111101110001	1
G72	000000111111000000000	2
G73	000000111111000000000	2
G41	011111111110000000000	2
G88	011111111110000000000	2
G18	111000000000111111111	2
G37	111000000000111111111	2
G47	111100000000111111111	2
G52	111100000000111111111	2
G56	001111111111100000000	3
G57	001111111111100000000	3
G58	001111111111100000000	3
G36	100000000001111111111	5
G42	100000000001111111111	5
G46	100000000001111111111	5
G65	100000000001111111111	5
G66	100000000001111111111	5
