Gene	Pattern	Frequency
G84	000000000000000110001	1
G9	000000000000100000000	1
G80	000000000001100000000	1
G70	000000000001101111011	1
G52	000000000010000000100	1
G77	000000000010010000001	1
G72	000000000011000000000	1
G73	000000000011100000000	1
G14	000000000100000000000	1
G59	000000000111110000000	1
G28	000000001011111000100	1
G1	000000001111100000000	1
G34	000000011000001010110	1
G71	000000011011100010001	1
G41	000000011100010101011	1
G79	000000011111110000000	1
G78	000000011111111000000	1
G4	000000011111111011000	1
G83	000000100000010000001	1
G85	000001001100100000010	1
G40	000001101001000001110	1
G65	000001111111111010001	1
G29	000010001111011010000	1
G49	000010011010001101000	1
G35	000010011010010000111	1
G8	000010101011000000001	1
G18	000010111101000000000	1
G36	000100101000011000011	1
G53	000100111110011010110	1
G33	000101000000011000000	1
G39	000101100110001110000	1
G86	000110001001001000001	1
G76	000110101100000010101	1
G32	000111001001000001000	1
G88	000111110000111011111	1
G60	001000001111111000000	1
G21	001000010001010001000	1
G17	001001110000000010110	1
G99	001010100011000001001	1
G30	001100100001100000100	1
G98	001100110001011001110	1
G27	001101010011010100000	1
G89	001111111110000000000	1
G56	001111111111100000000	1
G6	010001100000000000000	1
G55	010001101011110101000	1
G38	010010010010111001011	1
G97	010010100011010000000	1
G22	010101000010100100000	1
G16	010101100000000010001	1
G46	011101000011101010000	1
G96	011111001010010101011	1
G47	011111111100011011000	1
G61	011111111111100000000	1
G12	100000000001011111111	1
G24	100000000001111110000	1
G23	100000000011111000000	1
G11	100000000100000000010	1
G15	100000000100010011111	1
G42	100001101011011111000	1
G87	100011101101100011100	1
G19	100100001111110010000	1
G82	100100100001110111111	1
G13	100100110011100001100	1
G93	100100111101111110010	1
G26	100111011010101101001	1
G67	101011000001001001111	1
G58	101011001011000101000	1
G7	101101010110011111111	1
G100	101110010110111011010	1
G69	101111111000010111111	1
G3	110001111111101110110	1
G81	110010010110100000000	1
G2	110011000001100000000	1
G90	110011000011101111110	1
G68	110101111011011101111	1
G66	110110000000011111111	1
G95	110110001011001111100	1
G31	111000000000000011111	1
G44	111000000000111111111	1
G54	111000010011000001000	1
G5	111001100111110111011	1
G64	111100000000001111111	1
G45	111110000001111111111	1
G48	111110111100000101111	1
G63	111111000000011111111	1
G75	111111000000100111111	1
G94	111111110000001111111	1
G37	111111110001111111111	1
G20	000000000001110000000	2
G74	000000000001110000000	2
G10	110000000001111111111	2
G51	110000000001111111111	2
G50	111110000000011111111	2
G92	111110000000011111111	2
G25	100000000001111111111	5
G43	100000000001111111111	5
G57	100000000001111111111	5
G62	100000000001111111111	5
G91	100000000001111111111	5
