Gene	Pattern	Frequency
G48	000000000000000000001	1
G99	000000000000000000100	1
G52	000000000000000001000	1
G37	000000000000000010011	1
G8	000000000000000011000	1
G35	000000000000000101000	1
G62	000000000001110100001	1
G89	000000000011110000000	1
G77	000000000111110000000	1
G11	000000001101000000000	1
G87	000000010000000000000	1
G23	000000011111111111011	1
G15	000000111000000000000	1
G74	000000111111110000000	1
G50	000001110000000000000	1
G17	000010000000000000000	1
G51	000010101011001111010	1
G1	000011111111100000000	1
G46	000100000000000000000	1
G16	001011111111100000000	1
G28	010001000000000000000	1
G53	011110111111000000000	1
G84	011111111110000000000	1
G21	011111111111000000000	1
G92	011111111111111010001	1
G12	011111111111111110111	1
G90	100000000000000000000	1
G76	100000000000000011111	1
G65	100000000000100001111	1
G24	100000000111111111111	1
G60	100000001001111111111	1
G38	100001001011010111000	1
G39	101101110111110111011	1
G67	101111111111111111111	1
G5	110000000001111111111	1
G100	110111011111111111111	1
G7	110111110111111111111	1
G97	110111111111111111111	1
G2	111000111111111111111	1
G27	111011111111111111111	1
G81	111100000000111111111	1
G94	111101011011111110011	1
G91	111110111111111111111	1
G45	111111011111111111111	1
G26	111111101111111111111	1
G58	111111110111111111111	1
G98	111111111101111111111	1
G79	111111111111101111111	1
G83	111111111111110111111	1
G18	111111111111111111101	1
G85	000000000000000010000	2
G95	000000000000000010000	2
G54	000000000000000100000	2
G57	000000000000000100000	2
G66	000000000000001000000	2
G86	000000000000001000000	2
G4	000000000000010000000	2
G56	000000000000010000000	2
G49	000000000000100000000	2
G55	000000000000100000000	2
G72	000000000011000000000	2
G73	000000000011000000000	2
G30	000001000000000000000	2
G82	000001000000000000000	2
G10	001000000000000000000	2
G88	001000000000000000000	2
G9	010000000000000000000	2
G69	010000000000000000000	2
G75	011111111111111111111	2
G96	011111111111111111111	2
G36	100000000001111111111	2
G42	100000000001111111111	2
G22	111111111110111111111	2
G47	111111111110111111111	2
G19	111111111111111111110	2
G34	111111111111111111110	2
G44	000000000000000000010	3
G64	000000000000000000010	3
G70	000000000000000000010	3
G29	000000000100000000000	3
G40	000000000100000000000	3
G41	000000000100000000000	3
G6	000000001000000000000	3
G13	000000001000000000000	3
G80	000000001000000000000	3
G31	111101111111111111111	3
G43	111101111111111111111	3
G93	111101111111111111111	3
G3	111111111111111011111	3
G63	111111111111111011111	3
G78	111111111111111011111	3
G25	000000000001000000000	4
G59	000000000001000000000	4
G68	000000000001000000000	4
G71	000000000001000000000	4
G14	000000000010000000000	5
G20	000000000010000000000	5
G32	000000000010000000000	5
G33	000000000010000000000	5
G61	000000000010000000000	5
