Gene	Pattern	Frequency
G13	000000000000000000010	1
G49	000000000000000000101	1
G31	000000000000000100000	1
G80	000000000000000101000	1
G20	000000000000010000000	1
G19	000000000000100000000	1
G60	000000000000101000000	1
G61	000000000001100000000	1
G59	000000000001100000010	1
G77	000000000001110000000	1
G11	000000000010000000000	1
G21	000000001000000000000	1
G54	000000001001111111110	1
G79	000000001100000000000	1
G73	000000001101000000000	1
G25	000000001110000000000	1
G71	000000011111000000000	1
G2	000000100001101000000	1
G22	000000100010000000000	1
G98	000000101000000000000	1
G3	000000110101010100000	1
G23	000000111111000000000	1
G5	000001000000000000000	1
G29	000001111111100000000	1
G62	000011111111000000000	1
G1	000011111111110000000	1
G6	000100000000000000000	1
G78	000100000011001001000	1
G9	000111111111000000000	1
G82	001000000010000000000	1
G100	001000001000001110000	1
G57	001111111111000000000	1
G14	010111111110000000000	1
G36	010111111111111111111	1
G17	011010000000001000101	1
G41	011111111110000000000	1
G89	011111111111111000000	1
G81	011111111111111111111	1
G76	100000000000000001010	1
G48	100000000000001111111	1
G70	100000000000111100001	1
G64	100000010001111111111	1
G65	100000100000001000000	1
G50	100100111000000000000	1
G51	110000000000000101111	1
G85	110111111111111111111	1
G37	111000000000111111111	1
G4	111011111111111111111	1
G52	111100000001111111111	1
G96	111101111111101111111	1
G69	111110000000001111111	1
G47	111110000000111111111	1
G90	111110111111111111111	1
G45	111111110110011111011	1
G94	111111110111110111111	1
G44	111111111100111111111	1
G27	111111111101111101111	1
G56	111111111111000000000	1
G40	111111111111110111111	1
G93	111111111111111011111	1
G99	111111111111111101111	1
G95	111111111111111111101	1
G34	000000000000000001000	2
G42	000000000000000001000	2
G35	000000000000000010000	2
G43	000000000000000010000	2
G16	000000000000001000000	2
G66	000000000000001000000	2
G33	000000000100000000000	2
G84	000000000100000000000	2
G8	000000100000000000000	2
G58	000000100000000000000	2
G30	000010000000000000000	2
G97	000010000000000000000	2
G10	111000000001111111111	2
G18	111000000001111111111	2
G63	111111110111111111111	2
G87	111111110111111111111	2
G12	111111111101111111111	2
G26	111111111101111111111	2
G38	000000000000000000100	3
G39	000000000000000000100	3
G88	000000000000000000100	3
G7	100000000000000000000	3
G53	100000000000000000000	3
G83	100000000000000000000	3
G28	100000000001111111111	3
G46	100000000001111111111	3
G86	100000000001111111111	3
G15	000000010000000000000	4
G32	000000010000000000000	4
G75	000000010000000000000	4
G92	000000010000000000000	4
G24	000000000001000000000	7
G55	000000000001000000000	7
G67	000000000001000000000	7
G68	000000000001000000000	7
G72	000000000001000000000	7
G74	000000000001000000000	7
G91	000000000001000000000	7
