Gene	Pattern	Frequency
G20	000000000000000000001	1
G37	000000000000000000100	1
G96	000000000000000100001	1
G63	000000000000001000100	1
G1	000000000000110000000	1
G80	000000000000111010000	1
G71	000000000001100000000	1
G65	000000000001100010000	1
G75	000000000001111000001	1
G70	000000001110000000000	1
G74	000000010101000000000	1
G89	000000011111111000000	1
G97	000000100000000000000	1
G82	000000100001000000000	1
G33	000000101001000000010	1
G73	000000111111000000000	1
G23	000000111111110000000	1
G29	000001111111100000000	1
G24	000001111111110000000	1
G56	000011000010000000000	1
G55	000100000000000000010	1
G64	000100111111000000000	1
G81	001111011110000000000	1
G8	001111101111101000000	1
G86	010000000000000000000	1
G28	010000000000000001000	1
G15	010001001000000010001	1
G35	010010000000000001000	1
G98	010010001000000100000	1
G39	010110111110001010010	1
G78	011111110111111010011	1
G41	011111111110000000000	1
G50	011111111111100000000	1
G61	011111111111110000000	1
G77	011111111111111100000	1
G5	011111111111111111111	1
G76	100000000000001111111	1
G92	101111101100110011111	1
G45	101111111111111111111	1
G43	111010111111111111111	1
G52	111100000000111111111	1
G69	111110000000001111111	1
G48	111110000000111111111	1
G47	111110000001111111111	1
G84	111110111111111111111	1
G90	111111110111111111111	1
G27	111111111011111111111	1
G19	111111111101111101111	1
G10	111111111111101111111	1
G57	111111111111111101111	1
G17	111111111111111110111	1
G3	111111111111111111011	1
G2	111111111111111111110	1
G21	000000000000000001000	2
G79	000000000000000001000	2
G54	000000000000000100000	2
G87	000000000000000100000	2
G60	000000000000010000000	2
G67	000000000000010000000	2
G12	000000000001000000000	2
G62	000000000001000000000	2
G22	000000000010000000000	2
G94	000000000010000000000	2
G44	000000000100000000000	2
G68	000000000100000000000	2
G31	000000001000000000000	2
G58	000000001000000000000	2
G25	000000011111000000000	2
G72	000000011111000000000	2
G85	000001000000000000000	2
G88	000001000000000000000	2
G13	100000000000000000000	2
G30	100000000000000000000	2
G46	100000000001111111111	2
G66	100000000001111111111	2
G42	110000000001111111111	2
G51	110000000001111111111	2
G49	111111111101111111111	2
G59	111111111101111111111	2
G95	111111111111110111111	2
G99	111111111111110111111	2
G34	000000000000000010000	3
G36	000000000000000010000	3
G53	000000000000000010000	3
G6	000000010000000000000	3
G9	000000010000000000000	3
G38	000000010000000000000	3
G26	111111101111111111111	3
G40	111111101111111111111	3
G100	111111101111111111111	3
G4	000000000000100000000	4
G11	000000000000100000000	4
G91	000000000000100000000	4
G93	000000000000100000000	4
G7	000000000000001000000	6
G14	000000000000001000000	6
G16	000000000000001000000	6
G18	000000000000001000000	6
G32	000000000000001000000	6
G83	000000000000001000000	6
