Gene	Pattern	Frequency
G82	000000000000000000001	1
G7	000000000000000100000	1
G84	000000000000000100001	1
G39	000000000000000110000	1
G70	000000000000000111010	1
G33	000000000000010000000	1
G80	000000000001100000000	1
G74	000000000001110000000	1
G77	000000000010010000001	1
G41	000000001000000000010	1
G18	000000010000000000000	1
G79	000000011111110000000	1
G17	000000100000000010000	1
G83	000000100000010000001	1
G100	000110000000000000000	1
G32	000111000000000001000	1
G27	001000000000010000000	1
G21	001000010001010001000	1
G22	010001000010000000000	1
G89	011111111111000000000	1
G56	011111111111100000000	1
G44	100000000000000000000	1
G91	100000000000011111111	1
G23	100000000011111000000	1
G11	100000000100000000010	1
G54	101000000000000000000	1
G49	101111111110111111111	1
G51	110000000001111111111	1
G81	110000000100000000000	1
G4	110111011111111111011	1
G5	111011111111111111111	1
G31	111100000000000011111	1
G68	111101111111111101111	1
G3	111101111111111111111	1
G64	111110000000001111111	1
G50	111110000000011111111	1
G45	111110000001111111111	1
G75	111111000001100111111	1
G66	111111011111111111111	1
G42	111111101111111111110	1
G94	111111110000001111111	1
G35	111111111111110111111	1
G76	111111111111111010111	1
G98	111111111111111011111	1
G2	111111111111111110111	1
G73	111111111111111111011	1
G8	111111111111111111101	1
G92	000000000000000001000	2
G99	000000000000000001000	2
G36	000000000000001000000	2
G38	000000000000001000000	2
G29	000000000011000000000	2
G72	000000000011000000000	2
G14	000000000100000000000	2
G61	000000000100000000000	2
G55	000000001000000000000	2
G60	000000001000000000000	2
G6	000000100000000000000	2
G13	000000100000000000000	2
G57	100000000001111111111	2
G62	100000000001111111111	2
G26	111111111011111111111	2
G90	111111111011111111111	2
G63	111111111110111111111	2
G69	111111111110111111111	2
G25	000000000000000010000	3
G47	000000000000000010000	3
G95	000000000000000010000	3
G52	000000000010000000000	3
G65	000000000010000000000	3
G97	000000000010000000000	3
G10	111000000001111111111	3
G12	111000000001111111111	3
G43	111000000001111111111	3
G46	111111101111111111111	3
G58	111111101111111111111	3
G67	111111101111111111111	3
G37	111111111101111111111	3
G87	111111111101111111111	3
G88	111111111101111111111	3
G16	111111111111011111111	3
G48	111111111111011111111	3
G96	111111111111011111111	3
G15	000000000000000000100	4
G30	000000000000000000100	4
G34	000000000000000000100	4
G53	000000000000000000100	4
G1	000000000001000000000	5
G28	000000000001000000000	5
G40	000000000001000000000	5
G71	000000000001000000000	5
G86	000000000001000000000	5
G9	000000000000100000000	8
G19	000000000000100000000	8
G20	000000000000100000000	8
G24	000000000000100000000	8
G59	000000000000100000000	8
G78	000000000000100000000	8
G85	000000000000100000000	8
G93	000000000000100000000	8
