Gene	Pattern	Frequency
G9	000000000000000001001	1
G33	000000000000000110000	1
G15	000000000001000100101	1
G14	000000010000000000000	1
G38	000000010110010000000	1
G96	000000100000000000000	1
G48	000000100000010000000	1
G43	000001000000000000000	1
G8	000001111100000000000	1
G89	000100000000000010000	1
G49	000100000100000000000	1
G3	000101000000000000000	1
G56	000110000000000000000	1
G46	000111111110000000000	1
G19	001111101110000000000	1
G50	001111111111000000001	1
G7	010000000000000000000	1
G39	010000000000001000000	1
G79	010000000011010100001	1
G12	011111111111111111111	1
G17	100000000000001100000	1
G34	100000000100000011000	1
G10	100111111111111010110	1
G47	110000000000011000111	1
G53	110000000000011110111	1
G21	110000000001111111110	1
G26	110001101111111111111	1
G2	110011111111111111111	1
G1	111000001111111111111	1
G51	111100000000011111111	1
G18	111101111111111111111	1
G57	111110011011111111111	1
G44	111110111111111111111	1
G55	111111011111111111101	1
G81	111111101111111111111	1
G45	111111111011101111111	1
G66	111111111111011010111	1
G59	111111111111101111111	1
G63	111111111111110111111	1
G24	111111111111111111011	1
G30	111111111111111111110	1
G40	000000000000000000001	2
G58	000000000000000000001	2
G27	000000000000000000010	2
G64	000000000000000000010	2
G29	000000000000000100000	2
G82	000000000000000100000	2
G20	000000000000010000000	2
G54	000000000000010000000	2
G68	000000000001000000000	2
G73	000000000001000000000	2
G74	000000001000000000000	2
G80	000000001000000000000	2
G98	001000000000000000000	2
G100	001000000000000000000	2
G65	101111111111111111111	2
G78	101111111111111111111	2
G93	110111111111111111111	2
G99	110111111111111111111	2
G23	111111111111011111111	2
G62	111111111111011111111	2
G69	111111111111111101111	2
G95	111111111111111101111	2
G61	111111111111111111101	2
G76	111111111111111111101	2
G25	000000000000000000100	3
G31	000000000000000000100	3
G83	000000000000000000100	3
G6	000000000100000000000	3
G37	000000000100000000000	3
G67	000000000100000000000	3
G13	000010000000000000000	3
G88	000010000000000000000	3
G97	000010000000000000000	3
G28	100000000000000000000	3
G42	100000000000000000000	3
G52	100000000000000000000	3
G4	111111111110111111111	3
G75	111111111110111111111	3
G85	111111111110111111111	3
G32	111111011111111111111	4
G35	111111011111111111111	4
G70	111111011111111111111	4
G94	111111011111111111111	4
G11	000000000010000000000	5
G60	000000000010000000000	5
G72	000000000010000000000	5
G91	000000000010000000000	5
G92	000000000010000000000	5
G5	100000000001111111111	5
G16	100000000001111111111	5
G86	100000000001111111111	5
G87	100000000001111111111	5
G90	100000000001111111111	5
G22	011111111110000000000	6
G36	011111111110000000000	6
G41	011111111110000000000	6
G71	011111111110000000000	6
G77	011111111110000000000	6
G84	011111111110000000000	6
