Gene	Pattern	Frequency
G41	000000000000000100000	1
G47	000000000001110100000	1
G86	000000000011001011000	1
G16	000000001001111111010	1
G72	000000001110000100000	1
G25	000000001110000100001	1
G48	000000010001111110011	1
G2	000000111111000000000	1
G75	000001000011110110000	1
G33	000001001111101000010	1
G74	000001111110111111100	1
G10	000001111111110000000	1
G67	000010011010111110011	1
G73	000010011111111111000	1
G34	000011000011100011101	1
G70	000011001110010000111	1
G46	000011010111000000110	1
G36	000011101100100010101	1
G49	000011111110000000100	1
G38	000100000000000000000	1
G23	000101010110101010011	1
G24	000110011100001101010	1
G68	000110101110111100100	1
G51	001000000000011111111	1
G28	001000000100111000001	1
G65	001011001000010101000	1
G6	001110111111000000000	1
G19	001111111110000000000	1
G50	001111111111000001000	1
G11	001111111111000111111	1
G31	001111111111100000000	1
G14	001111111111110000000	1
G83	010000000001010100101	1
G18	010000001000001100100	1
G17	010001111111110000000	1
G94	010010110001111111100	1
G66	010011010110001010000	1
G8	011000000000111100000	1
G42	011000000001111101000	1
G78	011001000000101011000	1
G15	011011001001100000010	1
G60	011100111010000010100	1
G39	011110111110110000000	1
G61	011111101100000010001	1
G84	100000000000011111111	1
G7	100000000000111111111	1
G79	100000000001101111111	1
G71	100000000001111011111	1
G87	100000000001111101111	1
G90	100110101001001000000	1
G99	101000101010110001011	1
G76	101001101101111100001	1
G64	101010101010010010010	1
G91	101010110000011011111	1
G69	101100100001100011111	1
G32	101110000111110000010	1
G12	101111111110100001000	1
G59	110000000000111111111	1
G77	110001000000010000010	1
G100	110010011001010010110	1
G43	110011011110100101110	1
G40	110011101000001111110	1
G52	110100011100000010111	1
G89	111000000000011111111	1
G9	111000000000111101111	1
G63	111000000001011111111	1
G58	111000000001111111111	1
G81	111000100000111111101	1
G95	111000100011101000110	1
G62	111000100110000111110	1
G37	111001000000000101001	1
G98	111001111110111000100	1
G93	111100000000001111111	1
G29	111100010000000011101	1
G45	111110000000111111111	1
G20	111111100000111111111	1
G13	111111111111100000110	1
G26	000111111111000000000	2
G56	000111111111000000000	2
G22	011111111110000000000	2
G82	011111111110000000000	2
G4	110000000000011111111	2
G97	110000000000011111111	2
G53	110000000001111111111	2
G54	110000000001111111111	2
G44	111100000001111111111	3
G55	111100000001111111111	3
G88	111100000001111111111	3
G1	111000000000111111111	4
G35	111000000000111111111	4
G57	111000000000111111111	4
G92	111000000000111111111	4
G3	100000000001111111111	8
G5	100000000001111111111	8
G21	100000000001111111111	8
G27	100000000001111111111	8
G30	100000000001111111111	8
G80	100000000001111111111	8
G85	100000000001111111111	8
G96	100000000001111111111	8
