Gene	Pattern	Frequency
G24	000000000000000000010	1
G97	000000000000000000100	1
G40	000000000000000010000	1
G75	000000000000010010000	1
G73	000000000001000000000	1
G48	000000000001011100000	1
G47	000000000001100000000	1
G16	000000000001111110010	1
G72	000000000100000000000	1
G70	000000000100010000000	1
G68	000000000100100000000	1
G25	000000001000000000000	1
G2	000000001111000000000	1
G56	000000101000000000000	1
G65	000001000000000100000	1
G10	000001111111100000000	1
G100	000010000000000000010	1
G49	000011111100000000000	1
G90	000100100000000000000	1
G26	000111111111000000000	1
G81	001000000000010100001	1
G6	001010000110000000000	1
G22	001110111000000000000	1
G50	001111111111000001000	1
G45	010000000000000000000	1
G17	010001111111111100010	1
G82	011111111110000000000	1
G77	100000000000000000000	1
G76	100000000100100100000	1
G32	101110000111110000010	1
G67	101111111111111111111	1
G98	111101111111111111111	1
G58	111110000011111111111	1
G18	111111011111111111111	1
G99	111111101111111101011	1
G20	111111110001111111111	1
G28	111111111110111111111	1
G91	111111111111011111111	1
G11	111111111111101111111	1
G66	111111111111111110111	1
G39	111111111111111111011	1
G31	111111111111111111110	1
G46	000000000010000000000	2
G74	000000000010000000000	2
G13	000000010000000000000	2
G60	000000010000000000000	2
G19	000010000000000000000	2
G36	000010000000000000000	2
G38	000100000000000000000	2
G61	000100000000000000000	2
G53	110000000001111111111	2
G54	110000000001111111111	2
G33	110111111111111111111	2
G86	110111111111111111111	2
G35	111000000001111111111	2
G63	111000000001111111111	2
G1	111100000001111111111	2
G57	111100000001111111111	2
G37	000000000000000000001	3
G84	000000000000000000001	3
G93	000000000000000000001	3
G3	000000000000100000000	3
G5	000000000000100000000	3
G79	000000000000100000000	3
G44	111110000001111111111	3
G55	111110000001111111111	3
G88	111110000001111111111	3
G7	111111101111111111111	3
G62	111111101111111111111	3
G83	111111101111111111111	3
G12	111111111111111011111	3
G14	111111111111111011111	3
G95	111111111111111011111	3
G4	000000000000000100000	4
G9	000000000000000100000	4
G41	000000000000000100000	4
G87	000000000000000100000	4
G30	100000000001111111111	4
G71	100000000001111111111	4
G80	100000000001111111111	4
G85	100000000001111111111	4
G15	111111111111110111111	4
G43	111111111111110111111	4
G52	111111111111110111111	4
G69	111111111111110111111	4
G29	000000000000000001000	5
G34	000000000000000001000	5
G89	000000000000000001000	5
G92	000000000000000001000	5
G96	000000000000000001000	5
G21	000000000000001000000	5
G23	000000000000001000000	5
G59	000000000000001000000	5
G78	000000000000001000000	5
G94	000000000000001000000	5
G8	000000000000010000000	5
G27	000000000000010000000	5
G42	000000000000010000000	5
G51	000000000000010000000	5
G64	000000000000010000000	5
