Gene	Pattern	Frequency
G15	000000000000000000100	1
G60	000000000000000100000	1
G91	000000000000001000000	1
G70	000000000000110000000	1
G22	000000000000111100100	1
G5	000000000001111000000	1
G37	000000001011000000000	1
G97	000000100000000010000	1
G66	000000110000000000000	1
G57	000001010000000000000	1
G13	000001111100000000000	1
G49	000010000000000000000	1
G64	000010000000001010001	1
G87	000010001000000000000	1
G8	000011111111100000000	1
G81	000100000000000000000	1
G88	000100100000000000000	1
G4	001000000000000000000	1
G19	001100001000000000000	1
G3	001111110111000000000	1
G56	001111111110000000000	1
G53	001111111111111111111	1
G1	010000000000011110011	1
G9	010000010100000000000	1
G99	010000100000000000000	1
G65	010001000000000000000	1
G82	011000100010100001010	1
G25	011111111110000000000	1
G31	100000000000000000000	1
G35	100000000000000010100	1
G50	100000000001111101111	1
G74	100001010000010010000	1
G85	100101000001000110000	1
G62	101011110111011111110	1
G80	101011111111111111110	1
G83	101111111111111111111	1
G94	110000000001111111111	1
G43	110000100001111111111	1
G17	110011111111111111111	1
G39	111010001100101110000	1
G44	111100111111111111111	1
G47	111101111111111111111	1
G30	111110011101111110001	1
G40	111110111111111111111	1
G33	111111011111111111111	1
G93	111111101011111111111	1
G7	111111111111011111111	1
G11	111111111111100111111	1
G89	111111111111111000101	1
G92	111111111111111111011	1
G52	111111111111111111101	1
G51	111111111111111111110	1
G76	000000000000000001000	2
G77	000000000000000001000	2
G28	000000000000100000000	2
G59	000000000000100000000	2
G10	000000001000000000000	2
G34	000000001000000000000	2
G27	010000000000000000000	2
G36	010000000000000000000	2
G54	100000000000111111111	2
G58	100000000000111111111	2
G24	111111111101111111111	2
G69	111111111101111111111	2
G72	111111111110111111111	2
G96	111111111110111111111	2
G71	111111111111111101111	2
G84	111111111111111101111	2
G29	111111111111111110111	2
G32	111111111111111110111	2
G14	000000000000000000010	3
G18	000000000000000000010	3
G61	000000000000000000010	3
G23	000000000000010000000	3
G41	000000000000010000000	3
G68	000000000000010000000	3
G6	000000000100000000000	3
G38	000000000100000000000	3
G45	000000000100000000000	3
G42	000000010000000000000	3
G46	000000010000000000000	3
G48	000000010000000000000	3
G16	100000000001111111111	3
G55	100000000001111111111	3
G100	100000000001111111111	3
G26	111111101111111111111	3
G75	111111101111111111111	3
G79	111111101111111111111	3
G20	000000000000000010000	4
G67	000000000000000010000	4
G86	000000000000000010000	4
G95	000000000000000010000	4
G12	000001000000000000000	4
G63	000001000000000000000	4
G78	000001000000000000000	4
G90	000001000000000000000	4
G2	110111111111111111111	4
G21	110111111111111111111	4
G73	110111111111111111111	4
G98	110111111111111111111	4
