Gene	Pattern	Frequency
G26	000000000000000000010	1
G83	000000000000000000100	1
G34	000000000000000001111	1
G41	000000000000001010000	1
G64	000000000000100000100	1
G22	000000000000101100000	1
G21	000000000000111111111	1
G84	000000001000000000000	1
G25	000000001100000000000	1
G98	000000010100000000000	1
G2	000000111111000000000	1
G82	000001000000000000000	1
G54	000001000000001000000	1
G75	000001100001000100001	1
G96	000010000000000000000	1
G36	000010100000000000000	1
G77	000011111110000000000	1
G14	000011111111100000000	1
G56	000111101000000000000	1
G66	000111110110000000000	1
G51	001111111110001000000	1
G62	010000000010011000010	1
G49	010000100000100000000	1
G79	010010010000000000000	1
G50	011111111111000000000	1
G15	100000000001001111011	1
G40	100000000100000000000	1
G70	100000001010001100010	1
G69	101111111111111010010	1
G4	110000000000111111111	1
G17	110011111111111111111	1
G65	110111111110111111111	1
G1	111000000001111111111	1
G91	111011111111111111111	1
G73	111101111111111111111	1
G18	111110111111111111111	1
G32	111111110111111111111	1
G29	111111111110111111111	1
G19	111111111111101111111	1
G92	111111111111110111111	1
G61	111111111111111101011	1
G9	111111111111111110111	1
G39	000000000000000001000	2
G52	000000000000000001000	2
G45	000000000000000100000	2
G85	000000000000000100000	2
G47	000000000000001000000	2
G68	000000000000001000000	2
G11	000000000100000000000	2
G46	000000000100000000000	2
G60	000100000000000000000	2
G90	000100000000000000000	2
G81	001000000000000000000	2
G95	001000000000000000000	2
G63	010000000000000000000	2
G89	010000000000000000000	2
G12	111111111111111011111	2
G78	111111111111111011111	2
G35	000000000000000000001	3
G59	000000000000000000001	3
G67	000000000000000000001	3
G5	000000000000100000000	3
G28	000000000000100000000	3
G80	000000000000100000000	3
G8	000000010000000000000	3
G72	000000010000000000000	3
G94	000000010000000000000	3
G3	000000100000000000000	3
G13	000000100000000000000	3
G31	000000100000000000000	3
G24	111111111011111111111	3
G55	111111111011111111111	3
G100	111111111011111111111	3
G37	111111111101111111111	3
G44	111111111101111111111	3
G86	111111111101111111111	3
G6	100000000000000000000	4
G38	100000000000000000000	4
G71	100000000000000000000	4
G76	100000000000000000000	4
G16	100000000001111111111	4
G30	100000000001111111111	4
G87	100000000001111111111	4
G99	100000000001111111111	4
G10	000000000001000000000	5
G33	000000000001000000000	5
G43	000000000001000000000	5
G88	000000000001000000000	5
G93	000000000001000000000	5
G23	110000000001111111111	5
G48	110000000001111111111	5
G53	110000000001111111111	5
G58	110000000001111111111	5
G74	110000000001111111111	5
G7	000000000000010000000	6
G20	000000000000010000000	6
G27	000000000000010000000	6
G42	000000000000010000000	6
G57	000000000000010000000	6
G97	000000000000010000000	6
