Gene	Pattern	Frequency
G43	000000000000000000100	1
G79	000000000000000001101	1
G55	000000000000000010000	1
G83	000000000000001000010	1
G57	000000000000001100000	1
G47	000000000000110000000	1
G21	000000000001111100111	1
G6	000000000010000000000	1
G93	000000010000000000000	1
G46	000000010111000000000	1
G2	000000011111000000000	1
G29	000010000000000000000	1
G42	000011111111000000000	1
G45	000100000000100000000	1
G28	001010000101010001000	1
G8	001111111110000000000	1
G3	001111111111101010011	1
G26	010000000000000000000	1
G91	010000000000111111111	1
G74	011011111111111010110	1
G97	011111111101101011100	1
G24	011111111111011111111	1
G70	100000000000000000000	1
G50	100000000000000000010	1
G33	100000000000111101111	1
G7	101100000000111111111	1
G96	101111111011111111111	1
G100	101111111111111111111	1
G89	110000000000000000000	1
G64	110000000001111111111	1
G94	111110111111111111111	1
G59	111111011111111111111	1
G44	111111101111111111111	1
G60	111111111011111111111	1
G85	111111111111010111111	1
G12	111111111111100001111	1
G15	111111111111101111111	1
G14	111111111111111101111	1
G84	000000000000000000001	2
G86	000000000000000000001	2
G52	000000000000000000010	2
G66	000000000000000000010	2
G22	000000000000010000000	2
G23	000000000000010000000	2
G25	000001000000000000000	2
G90	000001000000000000000	2
G19	001000000000000000000	2
G37	001000000000000000000	2
G53	011111111111111111111	2
G73	011111111111111111111	2
G20	111111110111111111111	2
G32	111111110111111111111	2
G78	111111111101111111111	2
G88	111111111101111111111	2
G27	111111111110111111111	2
G81	111111111110111111111	2
G49	111111111111011111111	2
G99	111111111111011111111	2
G48	111111111111111111101	2
G63	111111111111111111101	2
G11	000000000000000001000	3
G68	000000000000000001000	3
G71	000000000000000001000	3
G13	000000000001000000000	3
G39	000000000001000000000	3
G54	000000000001000000000	3
G10	000000000001100000000	3
G36	000000000001100000000	3
G80	000000000001100000000	3
G38	000000000100000000000	3
G76	000000000100000000000	3
G87	000000000100000000000	3
G18	000000001000000000000	3
G75	000000001000000000000	3
G77	000000001000000000000	3
G30	100000000001111111111	3
G40	100000000001111111111	3
G98	100000000001111111111	3
G1	111000000001111111111	3
G35	111000000001111111111	3
G58	111000000001111111111	3
G5	000000000000100000000	4
G16	000000000000100000000	4
G17	000000000000100000000	4
G65	000000000000100000000	4
G9	000000100000000000000	4
G31	000000100000000000000	4
G56	000000100000000000000	4
G82	000000100000000000000	4
G4	000000000000000100000	5
G34	000000000000000100000	5
G69	000000000000000100000	5
G92	000000000000000100000	5
G95	000000000000000100000	5
G41	000000000000001000000	6
G51	000000000000001000000	6
G61	000000000000001000000	6
G62	000000000000001000000	6
G67	000000000000001000000	6
G72	000000000000001000000	6
