Gene	Pattern	Frequency
G22	000000000000011000000	1
G41	000000000000111100000	1
G68	000000001010010100010	1
G21	000000111110111110001	1
G97	000001111010111010100	1
G12	000011111110000000010	1
G53	000011111111010000000	1
G8	000011111111100000000	1
G10	000011111111110000000	1
G79	000101000110010000111	1
G48	000101110001111101101	1
G73	000110000110000001100	1
G92	000110011001001011011	1
G64	000111110010001110101	1
G11	000111111010000000100	1
G52	000111111011010100000	1
G37	000111111111000100000	1
G80	001000001111111111000	1
G77	001000100001010111100	1
G33	001011000101000011001	1
G57	001011111010100000000	1
G34	001100111111100111101	1
G38	001110111111100000000	1
G93	001111001010101111101	1
G6	001111100111000000100	1
G83	001111101100110000111	1
G3	001111110111000000000	1
G56	001111111110000000000	1
G26	010000000110000010001	1
G60	010001001000011101000	1
G40	010010011000000010000	1
G65	010011000010010000000	1
G75	010100100001001010111	1
G27	010101100000101000111	1
G86	010111011010011111011	1
G82	011011100010101001111	1
G19	011110001111000000000	1
G4	011111111110001111101	1
G46	011111111111000000000	1
G18	100000000000000011011	1
G54	100000000000111111111	1
G23	100000010001111111111	1
G96	100000011000000101000	1
G47	100000100000111011110	1
G29	100000110101011000001	1
G63	100001000010000000010	1
G74	100001010000010010000	1
G66	100001110100100111000	1
G13	100001111111000000000	1
G72	100010001100001110100	1
G67	100010100001011110111	1
G61	100010101001100000011	1
G76	100011100100001011011	1
G85	100101000001010110100	1
G81	100110101010000000000	1
G15	101000000000000001111	1
G91	101000000000101001010	1
G59	101000000000110110101	1
G69	101000011000001110000	1
G62	101011110111011111110	1
G90	101011111111100000000	1
G89	101111101100001000100	1
G95	110000000000101111001	1
G43	110000100001111111111	1
G17	110001111111111111111	1
G30	110010001001111010001	1
G98	110100001111101001111	1
G32	110100010100110110001	1
G28	110100010111111000001	1
G7	110110010110000110001	1
G87	110110011111000001110	1
G1	111000000001111111111	1
G44	111000001011111111111	1
G35	111000010100111111111	1
G24	111000111000000011111	1
G20	111001010011001111111	1
G99	111001101000000000011	1
G39	111010001100101110000	1
G84	111010100010100000011	1
G31	111010110101000111000	1
G45	111011111110100001000	1
G9	111101011100001000100	1
G49	111111111010100000000	1
G88	111111111101001000001	1
G2	000001111111100000000	2
G42	000001111111100000000	2
G50	110000000001111111111	2
G58	110000000001111111111	2
G25	011111111110000000000	5
G36	011111111110000000000	5
G51	011111111110000000000	5
G71	011111111110000000000	5
G78	011111111110000000000	5
G5	100000000001111111111	7
G14	100000000001111111111	7
G16	100000000001111111111	7
G55	100000000001111111111	7
G70	100000000001111111111	7
G94	100000000001111111111	7
G100	100000000001111111111	7
