Gene	Pattern	Frequency
G33	000000000000001110000	1
G70	000000000011100110000	1
G82	000000000011100111100	1
G44	000000011001000101111	1
G26	000000100000101100011	1
G96	000000101000001100001	1
G99	000001001011100011100	1
G74	000001001111111000000	1
G93	000010010010000000110	1
G83	000011111001101111111	1
G38	000011111110010000000	1
G8	000011111110100000000	1
G10	000011111111100000000	1
G40	000100011101100000111	1
G49	000100110100000010010	1
G89	000110000000000011110	1
G73	000110000011000010000	1
G37	000111101101110011010	1
G6	000111110110000001111	1
G14	000111110111110100000	1
G46	000111111110000000000	1
G91	000111111111100000000	1
G31	001001000001101000101	1
G76	001010011110100001000	1
G85	001100111000001010010	1
G25	001101001010000011101	1
G3	001101100110000000000	1
G65	001110100100001110100	1
G56	001110110010010100010	1
G19	001111101110000000000	1
G43	001111111111000000000	1
G50	001111111111000000001	1
G79	010000000011010100001	1
G39	010000001100011011111	1
G7	010000010000000100000	1
G92	010100000011111001000	1
G12	010111100011110000000	1
G13	011011010111110000111	1
G72	011100011011100011100	1
G11	011101111011011010000	1
G88	011110010110100000000	1
G60	011111101111000000000	1
G64	100000000000011111111	1
G42	100000000000111111111	1
G94	100000000001111110100	1
G32	100000001000001100011	1
G2	100000001011100101100	1
G52	100001000000101000001	1
G67	100010011111001000000	1
G75	100011111010111111101	1
G24	100111101010111100001	1
G68	101000100011101111110	1
G18	101000101101101111011	1
G80	101000111100000010000	1
G28	101010111110010100101	1
G78	101011000010001110001	1
G59	101100001011001111111	1
G69	101100100111111000111	1
G81	101101000101110110000	1
G47	110000000000011000111	1
G27	110000000000011110110	1
G58	110000000000111111111	1
G1	110000000001001111111	1
G29	110000000001110100001	1
G21	110000000001111111111	1
G17	110000010000001111111	1
G9	110000010001111111111	1
G30	110001110001111000110	1
G62	110010010001001001011	1
G95	110010101110000001100	1
G55	110101011100011111101	1
G97	110110110000100000110	1
G4	110110111010111110011	1
G61	110111010111000010001	1
G35	111000000000111111111	1
G98	111000000100000100011	1
G57	111000001001110011111	1
G63	111001000000110100010	1
G34	111010101100001011011	1
G23	111011010001001111111	1
G51	111100000000011111111	1
G100	111100001100001001110	1
G48	111100100000011111101	1
G20	111101010100011111111	1
G45	111111111011101111111	1
G66	111111111111000000110	1
G53	110000000000011110111	2
G54	110000000000011110111	2
G22	011111111110000000000	6
G36	011111111110000000000	6
G41	011111111110000000000	6
G71	011111111110000000000	6
G77	011111111110000000000	6
G84	011111111110000000000	6
G5	100000000001111111111	6
G15	100000000001111111111	6
G16	100000000001111111111	6
G86	100000000001111111111	6
G87	100000000001111111111	6
G90	100000000001111111111	6
