Gene	Pattern	Frequency
G22	000000000000111000000	1
G78	000000000000111001001	1
G41	000000000000111100000	1
G28	000000000001010000000	1
G80	000000000001110000000	1
G21	000000000001111100011	1
G36	000000001001100000000	1
G2	000000011111000000000	1
G17	000000110111111111110	1
G9	000000111101100110011	1
G46	000000111111000000000	1
G62	000001100000001000000	1
G92	000010000000111111011	1
G43	000010000100000001111	1
G95	000010101101000111100	1
G53	000011110010000000000	1
G14	000011111110000000000	1
G73	000111001111111000000	1
G56	000111111110000000000	1
G87	000111111111000000000	1
G75	000111111111011000000	1
G34	001000111001000100111	1
G99	001001100110001011110	1
G29	001011100101110111011	1
G49	001011111110001101000	1
G42	001011111111000000000	1
G69	001100000001111111001	1
G3	001101110101001000000	1
G6	001101110111001000010	1
G19	001110000000000000000	1
G52	001110010010001001010	1
G37	001111011111001000101	1
G65	001111111011101101001	1
G31	001111111111000010100	1
G48	001111111111100000000	1
G91	010000000000111111111	1
G26	010000101011100000000	1
G74	010011111111111010110	1
G47	011000000001111101000	1
G51	011010000100011111011	1
G94	011010000101011111010	1
G77	011110101110000000000	1
G18	011111101110000000010	1
G97	011111111101100000000	1
G81	011111111110001000000	1
G82	011111111110010100000	1
G93	011111111110100100000	1
G24	011111111111010000000	1
G8	011111111111100000000	1
G61	100000000000001100111	1
G84	100000000000011100111	1
G50	100000000001000001111	1
G11	100000000001000111111	1
G33	100000000001111101111	1
G72	100000000001111111110	1
G13	100001111111100111111	1
G25	100011000000000000001	1
G32	100110010100001100000	1
G100	100110110010101101110	1
G20	100111000001111111111	1
G15	100111011110000001101	1
G7	101000000000111111111	1
G68	101000000010001101111	1
G27	101011010000001010100	1
G96	101100010011110111100	1
G89	110000000000001011111	1
G88	110000000000101111111	1
G57	110000000000111111110	1
G64	110000000001111111111	1
G39	110000000011111110000	1
G38	110011001101010000100	1
G60	110011101011100010000	1
G54	110101000011011010011	1
G85	110110111111000001101	1
G86	110111010010000101111	1
G44	111000000011111111111	1
G66	111000010111111111111	1
G4	111001100100011111111	1
G70	111001111000000000001	1
G23	111110011010010000111	1
G45	111111100101100100000	1
G12	111111111111000000111	1
G90	111111111111100001111	1
G10	000001111111110000000	2
G16	000001111111110000000	2
G63	011111111110000000000	2
G76	011111111110000000000	2
G59	110000000000111111111	2
G67	110000000000111111111	2
G35	111000000000111111111	2
G83	111000000000111111111	2
G1	111000000001111111111	3
G55	111000000001111111111	3
G58	111000000001111111111	3
G5	100000000001111111111	6
G30	100000000001111111111	6
G40	100000000001111111111	6
G71	100000000001111111111	6
G79	100000000001111111111	6
G98	100000000001111111111	6
