ID	250	600	800	850	900
G1	0.6906482	0.6045479	0.6131108	0.6966552	0.6749025
G2	0.5637635	0.083869	0.2170617	0.1460906	0.0630306
G3	0.458834	0.5810182	0.7271016	0.5998186	0.7797116
G4	0.6515318	0.6252922	0.7221774	0.6117993	0.5934496
G5	0.0490949	0.043504	0.0985495	0.0383284	0.1781693
G6	0.4416718	0.4255524	0.7561949	0.7809917	0.6441666
G7	0.3593754	0.2767918	0.0956761	0.1152209	0.1570782
G8	0.2920852	0.5910418	0.6613248	0.6461899	0.6637484
G9	0.6256374	0.6825656	0.696761	0.6830579	0.6633103
G10	0.0802164	0.7103575	0.7004863	0.6952332	0.5083225
