ID	50	400	650	700	950
G1	0.8004574	0.624518	0.5684042	0.6582119	0.640904
G2	0.4170516	0.5544779	0.0356073	0.0531711	0.108727
G3	0.620354	0.4531289	0.6740862	0.5696768	0.6581622
G4	0.669013	0.5830193	0.6342926	0.5467389	0.7943677
G5	0.0817893	0.033116	0.0439163	0.2711414	0.1796589
G6	0.6601408	0.51677	0.4200009	0.5468745	0.6360057
G7	0.0468794	0.3752645	0.1409197	0.0750331	0.0710659
G8	0.6268083	0.2561096	0.5096427	0.5478757	0.6833402
G9	0.5608383	0.6249951	0.6031092	0.7415918	0.5969944
G10	0.1666217	0.1220516	0.750324	0.7683042	0.720937
