ID	150	600	650	850	950
G1	0.7292155	0.6045479	0.5684042	0.6966552	0.640904
G2	0.5629737	0.083869	0.0356073	0.1460906	0.108727
G3	0.4802403	0.5810182	0.6740862	0.5998186	0.6581622
G4	0.6909312	0.6252922	0.6342926	0.6117993	0.7943677
G5	0.0782346	0.043504	0.0439163	0.0383284	0.1796589
G6	0.5723542	0.4255524	0.4200009	0.7809917	0.6360057
G7	0.2245143	0.2767918	0.1409197	0.1152209	0.0710659
G8	0.4565252	0.5910418	0.5096427	0.6461899	0.6833402
G9	0.5700155	0.6825656	0.6031092	0.6830579	0.5969944
G10	0.1029095	0.7103575	0.750324	0.6952332	0.720937
