ID	0	50	550	650	750
G1	0.6214225	0.8004574	0.6887933	0.5684042	0.6445721
G2	0.2390612	0.4170516	0.1960484	0.0356073	0.2349321
G3	0.5982388	0.620354	0.3742972	0.6740862	0.5992847
G4	0.5632529	0.669013	0.6129607	0.6342926	0.7499564
G5	0.2781876	0.0817893	0.0793537	0.0439163	0.1615188
G6	0.5746758	0.6601408	0.4186002	0.4200009	0.6114492
G7	0.0310556	0.0468794	0.3225044	0.1409197	0.0782815
G8	0.569451	0.6268083	0.3012594	0.5096427	0.6860586
G9	0.6049886	0.5608383	0.6341172	0.6031092	0.6787966
G10	0.7464546	0.1666217	0.5742544	0.750324	0.6779843
