ID	50	200	250	450	600
G1	0.3577595	0.5864564	0.498666	0.5503516	0.7054637
G2	0.1757856	0.215498	0.1439892	0.1621	0.1621664
G3	0.5642894	0.3132494	0.2277368	0.3578462	0.4950608
G4	0.1761359	0.2086369	0.2324963	0.2133208	0.1600044
G5	0.5798168	0.4726004	0.5172881	0.6143257	0.695904
G6	0.8335105	0.6879765	0.6165494	0.5409844	0.6911988
G7	0.2975041	0.1454351	0.0654906	0.056547	0.3110485
G8	0.2149529	0.0375948	0.0282403	0.0338639	0.7248182
G9	0.5984654	0.6205225	0.7952763	0.6593598	0.6277049
G10	0.6966484	0.7600159	0.6605468	0.7121911	0.7695725
