ID	50	400	600	750	900
G1	0.3577595	0.6399301	0.7054637	0.4981211	0.5411319
G2	0.1757856	0.191077	0.1621664	0.1668163	0.1948401
G3	0.5642894	0.412405	0.4950608	0.7419319	0.5844153
G4	0.1761359	0.225195	0.1600044	0.237193	0.1839918
G5	0.5798168	0.5196877	0.695904	0.7223653	0.8005798
G6	0.8335105	0.5712541	0.6911988	0.7462199	0.6847374
G7	0.2975041	0.044192	0.3110485	0.3497454	0.3879303
G8	0.2149529	0.0672074	0.7248182	0.6684966	0.6730306
G9	0.5984654	0.6155896	0.6277049	0.6135085	0.6140042
G10	0.6966484	0.5863873	0.7695725	0.6918944	0.8026293
