Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G10 & G2 & ~G7	20	3	0.091949	2.8456
G1	2	G10 & (G2 | G5)	20	3	0.111921	2.8256
G1	3	G10 & G2 & ~G5	20	3	0.111921	2.8256
G1	4	G3 & (G1 | G10)	19	3	0.122541	2.7650
G1	5	G10 & (G1 | G3)	19	3	0.122541	2.7650
G1	6	G2 & (G1 | G10)	20	3	0.185490	2.7520
G1	7	G1 | (G10 & G2)	19	3	0.185490	2.7020
G1	8	G10 & G2 & ~G6	20	3	0.249895	2.6876
G1	9	G10 & G2 & ~G4	20	3	0.263203	2.6743
G1	10	G10 & G2 & G3	20	3	0.284231	2.6533
G1	11	G10 & G2 & G8	20	3	0.286035	2.6515
G1	12	G10 & G2	20	2	0.308472	2.6290
G1	13	G1 & G2 & G3	19	3	0.263962	2.6235
G1	14	G1 & G2 & G3 & G8	19	4	0.043403	2.3441
G1	15	G1 & G10 & G2 & G3	19	4	0.086725	2.3008
G1	16	G1 & G2	19	2	0.591809	2.2957
G1	17	G10 & G3	19	2	0.708439	2.1791
G1	18	G10 & G2 & (G1 | G7)	19	4	0.246051	2.1414
G1	19	G10 & G2 & (G1 | G5 | G9)	19	5	0.054216	1.8958
G2	1	G3 | (G10 & G8)	18	3	0.257973	2.5795
G2	2	G3 | G8 | ~G9	19	3	0.408977	2.4785
G2	3	G3 | (G8 & ~G5)	18	3	0.373039	2.4645
G2	4	G8 | (G3 & G5)	18	3	0.373039	2.4645
G2	5	~G9 | (G3 & G5)	18	3	0.398074	2.4394
G2	6	G1 | G3 | G8	18	3	0.402938	2.4346
G2	7	G3 | G8	18	2	0.409196	2.4283
G2	8	G3 | ~G9	18	2	0.417673	2.4198
G2	9	G3 | G8 | (~G1 & ~G9)	19	4	0.205201	2.1823
G2	10	G1 | G3 | G8 | ~G9	19	4	0.205201	2.1823
G3	1	G8 | (G1 & G6)	17	3	0.209251	2.5782
G3	2	G1 | G8 | ~G9	18	3	0.336099	2.5014
G3	3	G8 | (~G1 & ~G9)	18	3	0.336099	2.5014
G3	4	G8 | (~G10 & ~G9)	18	3	0.367209	2.4703
G3	5	G8 | (~G3 & ~G9)	18	3	0.384736	2.4528
G3	6	G8 | (G1 & G9)	17	3	0.336099	2.4514
G3	7	G8 & (~G1 | ~G9)	17	3	0.336099	2.4514
G3	8	~G9 & (G8 | ~G1)	17	3	0.336099	2.4514
G3	9	G8 | (G1 & G7)	17	3	0.343676	2.4438
G3	10	G8 | (G3 & ~G9)	17	3	0.384736	2.4028
G3	11	G8 | (~G4 & ~G9)	18	3	0.451601	2.3859
G3	12	G8 | (G1 & G5)	17	3	0.438395	2.3491
G3	13	G8 & (~G1 | ~G5)	17	3	0.438395	2.3491
G3	14	G8 | (G2 & G6)	17	3	0.455774	2.3317
G3	15	G8 | ~G9	18	2	0.513357	2.3241
G3	16	G8 | (G1 & G10)	17	3	0.487915	2.2996
G3	17	~G9 | (~G1 & ~G6)	17	3	0.497746	2.2898
G3	18	G2 | G8	17	2	0.545682	2.2418
G3	19	G1 | G2 | G8	17	3	0.545794	2.2417
G3	20	G1 | G8	17	2	0.545919	2.2416
G3	21	~G7 | ~G9	18	2	0.629427	2.2081
G3	22	~G9 | (G1 & G8) | (G10 & G8)	18	4	0.354878	1.9826
G3	23	G8	17	1	0.500841	1.7867
G3	24	~G9	17	1	0.636131	1.6514
G4	1	G10 & G6	20	2	0.080870	2.8566
G4	2	G10 & G6 & ~G3	20	3	0.080870	2.8566
G4	3	G6 & (G10 | G4)	20	3	0.083273	2.8542
G4	4	G10 & G6 & G9	20	3	0.120702	2.8168
G4	5	G10 & G6 & G7	20	3	0.126429	2.8111
G4	6	G10 & (G4 | G6)	19	3	0.083273	2.8042
G4	7	G4 | (G10 & G6)	19	3	0.083273	2.8042
G4	8	G10 & G4 & G6	19	3	0.083273	2.8042
G4	9	G4 & G6 & ~G1	19	3	0.123623	2.7639
G4	10	G10 & G6 & G7 & G9	20	4	0.060252	2.3772
G4	11	G10 & G6 & G7 & ~G2	20	4	0.075220	2.3623
G4	12	G10 & (G4 | G7) & (G6 | G7)	19	4	0.031487	2.3560
G4	13	G10 & G7	19	2	0.536460	2.3510
G4	14	(G10 | G2) & (G10 | G4) & (G2 | G6) & (G4 | G6)	20	4	0.128240	2.3093
G4	15	G10 & G6 & (G4 | G5)	19	4	0.089694	2.2978
G4	16	G10 & G4 & G6 & G9	19	4	0.129291	2.2582
G4	17	G4 & G6 & G7 & G9	19	4	0.152221	2.2353
G4	18	G10 & G6 & (G3 | G9)	20	4	0.244415	2.1931
