Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	~G10 & ~G5 & ~G9	19	3	0.102082	2.7854
G1	2	~G10 & (G5 | ~G9)	19	3	0.102082	2.7854
G1	3	G2 & G7 & G9	19	3	0.144684	2.7428
G1	4	G10 & G2 & G7	19	3	0.171499	2.7160
G1	5	G1 & ~G6 & ~G9	19	3	0.196555	2.6909
G1	6	G1 & G6 & ~G9	19	3	0.196555	2.6909
G1	7	G1 & G9 & ~G6	19	3	0.196555	2.6909
G1	8	G10 & G3 & G6	19	3	0.219964	2.6675
G1	9	G2 & (G10 | ~G7)	18	3	0.171499	2.6660
G1	10	G1 & G6 & G9	18	3	0.196555	2.6409
G1	11	G3 & G9 & ~G5	19	3	0.277722	2.6098
G1	12	G3 & G5 & ~G9	19	3	0.277722	2.6098
G1	13	G1 & G10 & G3	19	3	0.299646	2.5879
G1	14	G10 & G2 & G3	19	3	0.302031	2.5855
G1	15	G1 & G10 & G9	18	3	0.332122	2.5054
G1	16	~G10 & ~G5 & ~G6	19	3	0.395695	2.4918
G1	17	G3 & G5 & G7	18	3	0.350938	2.4866
G1	18	G1 & G2 & G6	19	3	0.412710	2.4748
G1	19	G3 & (G1 | ~G9)	19	3	0.442351	2.4451
G1	20	G2 & G6 & G9	19	3	0.469474	2.4180
G1	21	G3 & G4 & G6	19	3	0.510683	2.3768
G1	22	G2 & G3 & G7	19	3	0.515711	2.3718
G1	23	G2 & G3 & G5	19	3	0.519629	2.3679
G1	24	G3 & G6 & G7	19	3	0.579971	2.3075
G1	25	G1 & ~G5 & ~G9	19	3	0.598701	2.2888
G1	26	G1 & G5 & G9	19	3	0.598701	2.2888
G1	27	G1 & G10 & G7	18	3	0.570952	2.2665
G1	28	G7 & G8 & ~G4	19	3	0.621914	2.2656
G1	29	G1 & G2 & ~G9	19	3	0.633334	2.2542
G1	30	G1 & G5	19	2	0.644581	2.2429
G1	31	G10 & G2 & G7 & G9	19	4	0.154067	2.2334
G1	32	G1 & G10 & G2 & G6	19	4	0.168332	2.2192
G1	33	G1 & G9 & ~G2	18	3	0.633334	2.2042
G1	34	G10 & G2 & G8	19	3	0.686269	2.2012
G1	35	G5 & ~G6 & ~G9	19	3	0.689591	2.1979
G1	36	G2 & G5 & G7	19	3	0.692193	2.1953
G1	37	G10 & G2 & G3 & G6	19	4	0.193800	2.1937
G1	38	G1 & G4 & G6	18	3	0.654365	2.1831
G1	39	G2 & G3 & G6	19	3	0.707827	2.1797
G1	40	G1 & G3	19	2	0.711855	2.1756
G1	41	G1 & G10 & G6	18	3	0.674372	2.1631
G1	42	G2 & G5	19	2	0.729275	2.1582
G1	43	G1 & ~G9	19	2	0.733656	2.1538
G1	44	G1 & G2	19	2	0.734298	2.1532
G1	45	G1 & G6 & G8	18	3	0.684569	2.1529
G1	46	G1 & G10 & G6 & G7	18	4	0.189767	2.1477
G1	47	~G9 & (G1 | ~G10) & (G5 | ~G10)	19	4	0.241963	2.1455
G1	48	G1 & G6	18	2	0.700859	2.1366
G1	49	G10 & G2 & G7 & G8	19	4	0.252130	2.1354
G1	50	G10 & G2 & G7 & ~G8	19	4	0.252130	2.1354
G1	51	G1 & G4 & G9	18	3	0.716056	2.1214
G1	52	G2 & G3	19	2	0.772788	2.1147
G1	53	G3 & G5	18	2	0.723346	2.1142
G1	54	G1 & G10	18	2	0.726185	2.1113
G1	55	G2 & ~G5	18	2	0.729275	2.1082
G1	56	G2 & G4 & G8	19	3	0.780386	2.1071
G1	57	G2 & (G8 | ~G4)	19	3	0.780386	2.1071
G1	58	G1 & G7	18	2	0.730799	2.1067
G1	59	G2 & G8 & G9	19	3	0.782633	2.1049
G1	60	G1 & G9	18	2	0.733656	2.1038
G1	61	G2 & G8	19	2	0.785173	2.1023
G1	62	G1 & G4	18	2	0.735837	2.1017
G1	63	G3 & G6	19	2	0.787536	2.1000
G1	64	G3 & ~G10	19	2	0.793185	2.0943
G1	65	G7 & ~G9	19	2	0.801587	2.0859
G1	66	G3 & G6 & G7 & G9	19	4	0.306670	2.0808
G1	67	G2 & G7	19	2	0.807289	2.0802
G1	68	G7 & ~G4	19	2	0.808664	2.0788
G1	69	~G10 & ~G9	19	2	0.811112	2.0764
G1	70	G2 & G9	19	2	0.811300	2.0762
G1	71	G3 & G9	18	2	0.770171	2.0673
G1	72	G3 & G4	18	2	0.770786	2.0667
G1	73	G9 & ~G6	18	2	0.771842	2.0657
G1	74	G10 & G2 & G3 & ~G7	19	4	0.327307	2.0602
G1	75	G10 & G2 & G3 & G7	19	4	0.327307	2.0602
G1	76	G2 & ~G8	18	2	0.785173	2.0523
G1	77	G3 & G7	18	2	0.788449	2.0491
G1	78	G10 & ~G6	18	2	0.789030	2.0485
G1	79	G7 & ~G10	18	2	0.809480	2.0280
G1	80	G10 & G2	18	2	0.811060	2.0264
G1	81	G2 & G4	18	2	0.811296	2.0262
G1	82	G1 | (G3 & G5 & G6)	18	4	0.319638	2.0179
G1	83	G1 & G10 & G2 & G8	19	4	0.377696	2.0098
G1	84	G9 & ~G4 & (~G2 | ~G5)	19	4	0.381729	2.0058
G1	85	~G10	18	1	0.453236	1.8843
G1	86	G2 & G3 & G6 & G7	19	4	0.506207	1.8813
G1	87	G1 & (G3 | G6 | G9)	18	4	0.465315	1.8722
G1	88	G2 & G3 & G6 & G7 & G9	19	5	0.107123	1.8429
G1	89	~G6	18	1	0.502284	1.8352
G1	90	G10 & G2 & G3 & G6 & ~G7	19	5	0.138581	1.8114
G1	91	G2 & G7 & (G1 | G6)	19	4	0.668580	1.7189
G1	92	G10 & G2 & G7 & ~G5	19	4	0.673164	1.7143
G1	93	G2 & G5 & G6 & G9 & ~G1	19	5	0.246434	1.7036
G1	94	G1 & G2 & G6 & G9	19	4	0.686791	1.7007
G1	95	G1 & G6 & G7 & ~G9	19	4	0.687625	1.6999
G1	96	G1 & G2 & G4 & G9	19	4	0.727646	1.6599
G1	97	G1 & G4 & G8 & G9	18	4	0.680190	1.6573
G1	98	G1 & G6 & G8 & G9	18	4	0.680972	1.6565
G1	99	G1	18	1	0.733296	1.6042
G1	100	False	19	1	0.811129	1.5764
G1	101	G3	18	1	0.793201	1.5443
G1	102	G2	18	1	0.808989	1.5285
G1	103	G10 & G3 & G6 & G7 & G9	19	5	0.548818	1.4012
G2	1	G2 & (G3 | G5)	19	3	0.099773	2.7877
G2	2	G2 & G3 & G5	19	3	0.099773	2.7877
G2	3	G2 & G5 & ~G6	19	3	0.111757	2.7757
