ID	100	250	650	750	1000
G1	0.6544522	0.3439568	0.3752776	0.653531	0.6208871
G2	0.7675325	0.5281768	0.4965184	0.5377897	0.5848911
G3	0.309383	0.1474179	0.3812652	0.4360782	0.4098903
G4	0.1820262	0.4793229	0.226195	0.2000445	0.125535
G5	0.0755614	0.0419726	0.0506497	0.0220214	0.0429783
G6	0.0662428	0.0916513	0.0509604	0.0349406	0.0440719
G7	0.0672242	0.1407663	0.0180718	0.0313183	0.0404184
G8	0.1433478	0.2009994	0.6009838	0.753603	0.6506816
G9	0.3673358	0.7352499	0.3289784	0.264675	0.3942687
G10	0.4125779	0.3700809	0.6588147	0.6828334	0.8640166
