ID	200	300	450	800	1000
G1	0.3912231	0.2632589	0.2119435	0.6074678	0.6208871
G2	0.6013822	0.5180844	0.2971015	0.5711786	0.5848911
G3	0.1306104	0.1371519	0.1237322	0.3980025	0.4098903
G4	0.398367	0.5620525	0.5448305	0.1879024	0.125535
G5	0.053122	0.042185	0.0469943	0.0549372	0.0429783
G6	0.0374083	0.0671023	0.0579252	0.0273886	0.0440719
G7	0.1605869	0.1169966	0.1567792	0.0054047	0.0404184
G8	0.1311502	0.2034098	0.1500386	0.5413572	0.6506816
G9	0.7338921	0.5707911	0.6268837	0.3763676	0.3942687
G10	0.351023	0.404023	0.3529273	0.6702343	0.8640166
