ID	350	450	600	900	1000
G1	0.3250795	0.2119435	0.2832238	0.5068927	0.6208871
G2	0.4493017	0.2971015	0.4564208	0.7673761	0.5848911
G3	0.0957265	0.1237322	0.2875349	0.5780678	0.4098903
G4	0.6096146	0.5448305	0.3389959	0.1568298	0.125535
G5	0.0644122	0.0469943	0.0497244	0.0734124	0.0429783
G6	0.0887178	0.0579252	0.0339943	0.1178872	0.0440719
G7	0.0604705	0.1567792	0.0219816	0.005449	0.0404184
G8	0.2194704	0.1500386	0.5944062	0.6298151	0.6506816
G9	0.6843876	0.6268837	0.3910088	0.2148692	0.3942687
G10	0.3550494	0.3529273	0.6812163	0.70578	0.8640166
