ID	50	150	200	400	650
G1	0.3257748	0.1838851	0.0930693	0.1358562	0.5717737
G2	0.1218223	0.0615354	0.1398431	0.1182462	0.1580246
G3	0.3464115	0.4849771	0.3435551	0.5188737	0.352766
G4	0.7229108	0.6338205	0.5354375	0.5030134	0.6429242
G5	0.1924591	0.40451	0.5583316	0.6718907	0.2634359
G6	0.3107637	0.3375671	0.2994227	0.2333228	0.2928635
G7	0.6096963	0.4200074	0.4145393	0.5142803	0.4524902
G8	0.7567515	0.7324089	0.6771472	0.6087675	0.7210641
G9	0.5554138	0.6402268	0.5478739	0.6843619	0.6633159
G10	0.7327167	0.6970434	0.7512751	0.836531	0.6927663
