ID	150	250	700	850	1000
G1	0.1838851	0.0653015	0.6437458	0.751684	0.6785873
G2	0.0615354	0.0886361	0.0906398	0.0985328	0.0780578
G3	0.4849771	0.3124305	0.3817925	0.4541817	0.3340166
G4	0.6338205	0.5255509	0.7448212	0.7086632	0.6695402
G5	0.40451	0.6429076	0.1906673	0.1391781	0.1181666
G6	0.3375671	0.3676576	0.304971	0.3146772	0.2846131
G7	0.4200074	0.5788573	0.6356541	0.3950302	0.593867
G8	0.7324089	0.8026375	0.6836201	0.6562918	0.6823825
G9	0.6402268	0.5983088	0.8094115	0.6583495	0.7702145
G10	0.6970434	0.6088625	0.7286575	0.6836276	0.6068127
