ID	250	350	450	550	700
G1	0.0653015	0.0913323	0.1667014	0.4708819	0.6437458
G2	0.0886361	0.090451	0.0765614	0.093721	0.0906398
G3	0.3124305	0.3764574	0.3768678	0.3453156	0.3817925
G4	0.5255509	0.4214017	0.4831358	0.618386	0.7448212
G5	0.6429076	0.5641511	0.6740419	0.485255	0.1906673
G6	0.3676576	0.3430145	0.3815948	0.358515	0.304971
G7	0.5788573	0.6775364	0.499568	0.4479249	0.6356541
G8	0.8026375	0.5235399	0.5959077	0.7052075	0.6836201
G9	0.5983088	0.7736935	0.7486546	0.7919255	0.8094115
G10	0.6088625	0.7443968	0.7173045	0.5868152	0.7286575
