Gene	Pattern	Frequency
G28	000000000001011001010	1
G44	000000001000011000100	1
G30	000000001000100000000	1
G10	000000101111100000000	1
G21	000000111111000000000	1
G80	000001111111000000000	1
G58	000001111111100000000	1
G22	000001111111111101000	1
G73	000010000010000001100	1
G56	000011110110001010001	1
G90	000100011100100010110	1
G4	000100101011100000000	1
G26	000101010111000110011	1
G17	000110010111110100011	1
G15	000110111110000000000	1
G64	000111111010000000000	1
G2	000111111101101000000	1
G25	000111111111100000000	1
G61	000111111111110000000	1
G57	000111111111111000000	1
G93	001000000000000000000	1
G70	001001011101100001001	1
G51	001011111001100000000	1
G12	001011111111100000000	1
G87	001100000000000000000	1
G62	001100110101001010001	1
G92	001111011111000010000	1
G24	001111110100000000000	1
G42	001111110110000000000	1
G67	001111110110100100011	1
G27	001111111110000000000	1
G75	010000010100001111100	1
G3	010001000100011111111	1
G60	010100000001011011011	1
G5	010100001000010100000	1
G84	010100100000010001010	1
G43	010100111011111000111	1
G66	010101000000101011100	1
G100	010110001111100110110	1
G72	010111011110001101000	1
G20	010111111111000000001	1
G79	011000111011001011010	1
G63	011001110100101111100	1
G32	011011111101111000001	1
G39	011100000011110100010	1
G96	011110011011110001001	1
G6	011110110000011110111	1
G78	011110110111101000001	1
G88	011111111000000001011	1
G76	011111111110000000000	1
G65	011111111110000100000	1
G34	011111111111000000000	1
G68	100000000000111110111	1
G48	100000000000111111111	1
G8	100000000001011111111	1
G97	100000000010000110110	1
G99	100000010000011000110	1
G81	100000110001010000000	1
G36	100000111111111111000	1
G38	100001000000010100000	1
G53	100001000110000001111	1
G83	100001010010100010111	1
G14	100001110000000010001	1
G85	100100000000010001111	1
G37	100100100110000101010	1
G91	100110001110111100010	1
G18	101000110000000100000	1
G71	101001110010000100011	1
G94	101111011111110100100	1
G77	110000000000001011110	1
G95	110000000001111111111	1
G1	110000000011110111110	1
G33	110000110000001100100	1
G52	110010000111010010110	1
G46	110100110010001101011	1
G74	110101000000010000110	1
G7	110111001111000000000	1
G54	111000000000000011100	1
G89	111010000010010000100	1
G98	111010110010011001001	1
G55	111100000000011111111	1
G50	111100000001111111111	1
G69	111100001100000011001	1
G82	111101001111101000000	1
G47	111110000000000111111	1
G49	111110000100000010111	1
G19	111111000000000001111	1
G86	111111100000000000111	1
G40	111111101111100011110	1
G13	000001111111110000000	2
G45	000001111111110000000	2
G11	000110111111100000000	2
G31	000110111111100000000	2
G29	000111111111000000000	2
G35	000111111111000000000	2
G9	100000000001111111111	5
G16	100000000001111111111	5
G23	100000000001111111111	5
G41	100000000001111111111	5
G59	100000000001111111111	5
