Gene	Pattern	Frequency
G95	000000000000000000001	1
G38	000000000000000001111	1
G50	000000000000000111111	1
G76	000000000000011000000	1
G87	000000000000011111111	1
G1	000000000000111100000	1
G62	000000000000111111111	1
G74	000000000001110000000	1
G99	000000000001111000000	1
G11	000000010001000000100	1
G52	000000010100001001100	1
G68	000000011111111111100	1
G92	000000111011110000100	1
G58	000001011111001100001	1
G20	000010000000000110101	1
G66	000010000010101000000	1
G44	000010001000000000111	1
G77	000010010110000001110	1
G70	000100110001111001010	1
G15	000110001000011100000	1
G43	000110110111111001000	1
G32	000111111110000001111	1
G23	001000001111100111000	1
G16	001010010111110101110	1
G8	001011001100000111111	1
G39	001011011010110011011	1
G49	001100000110101010001	1
G28	001110100011111101111	1
G25	001111000110100001100	1
G42	001111010001000111100	1
G45	001111111100000001000	1
G34	001111111111001000000	1
G61	001111111111100000000	1
G24	001111111111111111111	1
G19	010000000011100000000	1
G35	010001010111000010000	1
G33	011000111110100000100	1
G41	011101011111110011110	1
G56	011101111111110000000	1
G18	011111111111110000000	1
G14	011111111111111100000	1
G85	100000000000111111111	1
G40	100000000001010111011	1
G59	100000000001110011111	1
G6	100000010000101100000	1
G48	100000100000000111111	1
G96	100001101110110001000	1
G83	100011010101000011000	1
G31	100011111010001000000	1
G4	101000111100000000000	1
G53	110000000000010111110	1
G73	110000000000011111111	1
G60	110011000111001010001	1
G54	110011111110000000000	1
G9	110110100011111001111	1
G67	110111110000110110110	1
G26	110111111100011000000	1
G27	110111111101000000000	1
G65	111000000000000000001	1
G72	111000000000000000111	1
G51	111110000000000000000	1
G90	111110000000111110111	1
G46	111110110011011101011	1
G2	111111000000000000000	1
G10	111111100110010110100	1
G71	111111111000000000111	1
G100	111111111000000101101	1
G82	111111111100000000001	1
G81	111111111110000000001	1
G37	111111111110100000000	1
G75	111111111111000000011	1
G17	111111111111111000000	1
G94	111111111111111110000	1
G7	111111111111111111100	1
G13	111111111110000000000	2
G78	111111111110000000000	2
G64	111111111111111111000	2
G80	111111111111111111000	2
G5	000000000000000000011	3
G93	000000000000000000011	3
G97	000000000000000000011	3
G63	000000000000000000111	3
G69	000000000000000000111	3
G89	000000000000000000111	3
G86	110000000001111111111	3
G88	110000000001111111111	3
G91	110000000001111111111	3
G3	011111111111000000000	4
G12	011111111111000000000	4
G21	011111111111000000000	4
G36	011111111111000000000	4
G47	100000000001111111111	4
G55	100000000001111111111	4
G79	100000000001111111111	4
G98	100000000001111111111	4
G22	011111111110000000000	5
G29	011111111110000000000	5
G30	011111111110000000000	5
G57	011111111110000000000	5
G84	011111111110000000000	5
