Gene	Pattern	Frequency
G74	000000000000010100000	1
G94	000000000001000000000	1
G17	000000000010000000000	1
G48	000000010100000000000	1
G10	000001100000000000000	1
G36	000001111111111111100	1
G77	000011001000000000000	1
G97	000100000000000000000	1
G19	000100000000000000001	1
G15	000101111111110111110	1
G84	000111111111110000000	1
G51	000111111111111111110	1
G68	001000000000000000000	1
G89	001111111110000000000	1
G38	010100000000010000000	1
G81	011010010000000000000	1
G73	011111111110000000000	1
G58	011111111111000000000	1
G83	011111111111111111111	1
G91	100000000000000000000	1
G16	100000000000001001110	1
G86	101100000000000000011	1
G53	110000000000011111111	1
G93	110000101000010010000	1
G25	110010111001111111111	1
G59	111100111111101111111	1
G3	111101111111010101111	1
G96	111101111111101111111	1
G37	111101111111111111111	1
G64	111110111111111111111	1
G78	111111011111111111111	1
G95	111111101111111111111	1
G45	111111110111101111111	1
G20	111111111001111111111	1
G8	111111111110101111111	1
G99	111111111110111111111	1
G35	111111111111001011101	1
G71	111111111111101111001	1
G79	111111111111111011111	1
G57	111111111111111100101	1
G27	111111111111111110111	1
G82	111111111111111111011	1
G43	000000000000000001000	2
G90	000000000000000001000	2
G44	000000000000000010000	2
G54	000000000000000010000	2
G1	000000000000010000000	2
G67	000000000000010000000	2
G29	000000010000000000000	2
G31	000000010000000000000	2
G21	101111111111111111111	2
G60	101111111111111111111	2
G23	110000000001111111111	2
G98	110000000001111111111	2
G26	110111111111111111111	2
G50	110111111111111111111	2
G46	111111111111011111111	2
G88	111111111111011111111	2
G49	111111111111101111111	2
G92	111111111111101111111	2
G32	111111111111111101111	2
G33	111111111111111101111	2
G22	000000001000000000000	3
G62	000000001000000000000	3
G72	000000001000000000000	3
G4	000010000000000000000	3
G5	000010000000000000000	3
G42	000010000000000000000	3
G63	100000000001111111111	3
G66	100000000001111111111	3
G80	100000000001111111111	3
G9	111011111111111111111	3
G14	111011111111111111111	3
G55	111011111111111111111	3
G40	111111111011111111111	3
G52	111111111011111111111	3
G100	111111111011111111111	3
G24	000000000000000000010	4
G28	000000000000000000010	4
G41	000000000000000000010	4
G47	000000000000000000010	4
G6	000001000000000000000	4
G56	000001000000000000000	4
G61	000001000000000000000	4
G75	000001000000000000000	4
G7	000000000000000000001	5
G11	000000000000000000001	5
G18	000000000000000000001	5
G85	000000000000000000001	5
G87	000000000000000000001	5
G2	000000000000100000000	5
G13	000000000000100000000	5
G30	000000000000100000000	5
G69	000000000000100000000	5
G70	000000000000100000000	5
G12	000000000100000000000	5
G34	000000000100000000000	5
G39	000000000100000000000	5
G65	000000000100000000000	5
G76	000000000100000000000	5
