Gene	Pattern	Frequency
G11	000000000000000000001	1
G99	000000000000001100101	1
G21	000000000001111111111	1
G54	000000001110100011110	1
G34	000000010111101010000	1
G13	000000111111100000000	1
G40	000001000000111110011	1
G15	000001111111110111110	1
G36	000001111111111111000	1
G2	000010110000100000000	1
G12	000010111111000000000	1
G22	000011111111111010000	1
G51	000011111111111100000	1
G67	000100110001111000000	1
G79	000101000000100000010	1
G69	000110111111111100000	1
G30	000111000000101000000	1
G6	000111010110011111001	1
G10	000111111101100000000	1
G77	000111111110010110101	1
G84	000111111111000000000	1
G72	000111111111100000000	1
G65	000111111111110000000	1
G49	001000000001101100000	1
G28	001000011001110000010	1
G94	001001001111100110000	1
G70	001001111111111011010	1
G17	001010001111000101011	1
G68	001011000000100111001	1
G82	001011111101111010000	1
G92	001101111000000011000	1
G56	001101111100001000000	1
G100	001110011010111010010	1
G83	001110101111000011101	1
G42	001111111110000000000	1
G27	010000100010000010101	1
G48	010011110110100100111	1
G7	010100000000001010101	1
G38	010100000000010000000	1
G62	010100101100001000000	1
G32	010101111100000000100	1
G29	010110010101000001001	1
G39	011000000110100011000	1
G75	011001010001110011100	1
G4	011010110111110011111	1
G87	100000000000000000001	1
G16	100000000000001111111	1
G33	100000011110111000100	1
G74	100000100001110111011	1
G20	100001010001010111001	1
G14	100001101100110000000	1
G25	100010110001111001110	1
G95	100011000111010001110	1
G44	100011111010000111100	1
G76	100100001100000010000	1
G59	100100111011100001000	1
G90	100110011011110001110	1
G64	100110111010100010111	1
G91	101000000000000000000	1
G60	101000011000010111000	1
G45	101001100100101101110	1
G97	101110001100111101111	1
G61	101111000000000000001	1
G71	101111011100001110000	1
G53	110000000000011111111	1
G9	110000000001111111111	1
G26	110000000100011101100	1
G55	110000001100100111011	1
G93	110000101000011010000	1
G50	110101000001001001101	1
G35	110101111100000000001	1
G52	110111000001000101111	1
G41	110111000111110010010	1
G18	111000011011000000001	1
G96	111000111101100100011	1
G37	111001101011110100100	1
G46	111011110101000001010	1
G24	111100000000000010111	1
G3	111101110111010101110	1
G86	111110000000000000011	1
G85	111110000000000001011	1
G19	111110000000000001111	1
G8	111110000100000111111	1
G47	111110011000000010011	1
G88	111111100000010011111	1
G1	111111101000010111111	1
G57	111111111011101000000	1
G78	100000000000111111111	2
G98	100000000000111111111	2
G23	100000000001111111111	5
G43	100000000001111111111	5
G63	100000000001111111111	5
G66	100000000001111111111	5
G80	100000000001111111111	5
G5	011111111110000000000	6
G31	011111111110000000000	6
G58	011111111110000000000	6
G73	011111111110000000000	6
G81	011111111110000000000	6
G89	011111111110000000000	6
