Gene	Pattern	Frequency
G97	000000000000000000010	1
G69	000000000000000000111	1
G41	000000000000000001000	1
G63	000000000000000011111	1
G50	000000000000000101000	1
G70	000000000000001000000	1
G76	000000000000011000000	1
G87	000000000000011111111	1
G66	000000000000100000000	1
G28	000000000000110100001	1
G74	000000000001110000000	1
G18	000000000010000000000	1
G49	000000000010000000001	1
G35	000000000110000000000	1
G68	000000000111110000000	1
G46	000000010000000000000	1
G11	000000010000000000100	1
G61	000001000000000000000	1
G58	000001000011000000001	1
G44	000010000000000000000	1
G3	000010010000000000000	1
G45	001010111000000000000	1
G34	001111111111001000000	1
G51	010000000000000000000	1
G36	011111111111000000000	1
G96	100000000100000000000	1
G55	100010100001111111111	1
G4	101000111100000000000	1
G16	101011111111111111111	1
G23	101111111111111111111	1
G60	110010000001000000000	1
G13	110100100000000000000	1
G9	110110101111111101111	1
G6	110111111111111111111	1
G88	111000000001111111111	1
G91	111000001001111111111	1
G19	111011111111111111111	1
G52	111100111111111111111	1
G90	111110000000111110111	1
G2	111111000000000000000	1
G62	111111011111111111111	1
G71	111111111000000001111	1
G82	111111111100000000111	1
G48	111111111101111111111	1
G81	111111111110000000001	1
G75	111111111111000000111	1
G77	111111111111100111111	1
G54	111111111111111101111	1
G7	111111111111111111100	1
G5	000000000000000000011	2
G59	000000000000000000011	2
G42	000000000000000000100	2
G85	000000000000000000100	2
G8	000000001000000000000	2
G92	000000001000000000000	2
G39	000000000000000010000	3
G40	000000000000000010000	3
G86	000000000000000010000	3
G1	000000000000010000000	3
G53	000000000000010000000	3
G99	000000000000010000000	3
G12	000000000100000000000	3
G25	000000000100000000000	3
G27	000000000100000000000	3
G15	011111111111111111111	3
G24	011111111111111111111	3
G43	011111111111111111111	3
G47	100000000001111111111	3
G79	100000000001111111111	3
G98	100000000001111111111	3
G17	111111111111111111000	3
G56	111111111111111111000	3
G64	111111111111111111000	3
G22	011111111110000000000	4
G30	011111111110000000000	4
G57	011111111110000000000	4
G84	011111111110000000000	4
G65	100000000000000000000	4
G72	100000000000000000000	4
G73	100000000000000000000	4
G83	100000000000000000000	4
G32	111111111111110111111	4
G67	111111111111110111111	4
G78	111111111111110111111	4
G100	111111111111110111111	4
G20	000000000000000000001	5
G38	000000000000000000001	5
G89	000000000000000000001	5
G93	000000000000000000001	5
G95	000000000000000000001	5
G10	000100000000000000000	5
G14	000100000000000000000	5
G21	000100000000000000000	5
G29	000100000000000000000	5
G37	000100000000000000000	5
G26	111111111111111111110	5
G31	111111111111111111110	5
G33	111111111111111111110	5
G80	111111111111111111110	5
G94	111111111111111111110	5
