Gene	Pattern	Frequency
G13	000000000000000011111	1
G95	000000000000111000000	1
G93	000000000000111100000	1
G89	000000000000111111111	1
G85	000000000001111111110	1
G10	000000000101001000000	1
G28	000000001000100000000	1
G53	000000110010001000010	1
G30	000000111101100111101	1
G63	000000111111111111111	1
G59	000001000001111100000	1
G99	000001010000000111000	1
G38	000001111111111111110	1
G46	000010100001010010001	1
G43	000010110010101111001	1
G8	000010111000000000000	1
G44	000111101101100000010	1
G31	000111111001000000000	1
G77	001101001010101111110	1
G98	001110000010000000011	1
G51	001111000000000001110	1
G84	001111111110000000000	1
G21	001111111111000001000	1
G15	001111111111110100000	1
G87	001111111111111111100	1
G55	010000010001000101110	1
G48	010000011011011101000	1
G9	010001010001001100110	1
G60	010010101001101001110	1
G81	010101100000001011111	1
G6	010101101101100000100	1
G3	010111110110010100100	1
G88	010111111111101000000	1
G96	011001111100000001111	1
G67	011011010000101000111	1
G83	011111000110111000101	1
G97	011111100001011000011	1
G57	011111110000000000001	1
G35	011111111111110000000	1
G36	100000000000000000011	1
G78	100000000000000111011	1
G70	100000000000011011111	1
G75	100000000000111111111	1
G74	100000000001111111101	1
G24	100000000001111111110	1
G47	100000000010111100010	1
G5	100000000011111111111	1
G33	100000010010111111110	1
G52	100001001100110110000	1
G11	100011101110100010010	1
G34	100011110100000101101	1
G42	100110000000101000011	1
G7	100110100000000011111	1
G66	101000001101100011000	1
G25	101011111010111100101	1
G82	101100000000001111111	1
G100	101100101111010101111	1
G49	101110111110001000101	1
G23	101111111100010000000	1
G22	110000000000000001111	1
G54	110000000000000011111	1
G4	110000000000111111111	1
G92	110000000001111111111	1
G18	110000010000000010100	1
G71	110011111110111011101	1
G39	110111010111111101010	1
G64	110111110000000111111	1
G73	111000000000111111111	1
G68	111010000110111010101	1
G50	111010000111011110100	1
G62	111100000000111111111	1
G26	111100000100001011111	1
G14	111100001010011111111	1
G45	111100001111001000010	1
G90	111110000001111111111	1
G17	111110011000011011111	1
G91	111110100011101100011	1
G61	111111001011000001000	1
G80	111111100000000000000	1
G27	111111100000000101111	1
G65	111111101000000011101	1
G32	111111110000010101011	1
G37	111111110001000101111	1
G16	111111110111000000110	1
G94	111111111100000000011	1
G29	111111111100100000101	1
G56	111111111110000000000	1
G2	111111111110001111011	1
G1	011111111110000000000	4
G12	011111111110000000000	4
G58	011111111110000000000	4
G76	011111111110000000000	4
G19	100000000001111111111	8
G20	100000000001111111111	8
G40	100000000001111111111	8
G41	100000000001111111111	8
G69	100000000001111111111	8
G72	100000000001111111111	8
G79	100000000001111111111	8
G86	100000000001111111111	8
