Gene	Pattern	Frequency
G30	000000000000000000001	1
G89	000000000010000011110	1
G62	000000000011000010000	1
G2	000000100111000000011	1
G31	000000110011100001000	1
G16	000000111011000000000	1
G40	000000111111100000000	1
G65	000001001010100011001	1
G18	000001101111100000000	1
G58	000010111111000000000	1
G75	000011011111100111100	1
G64	000100111100100011110	1
G71	000101000010011010000	1
G98	000101010010001001011	1
G66	000110010010100001101	1
G35	000110100100010111000	1
G56	000111100000110000000	1
G61	000111111111000000000	1
G45	000111111111110000000	1
G36	000111111111111100000	1
G27	001000001101110011001	1
G97	001001111001010000000	1
G3	001011011011011100111	1
G67	001011101110000000000	1
G25	001110010000011010000	1
G70	001111111010000000000	1
G81	001111111110000000000	1
G22	001111111111110000000	1
G38	010000000001111111111	1
G33	010000000100110000010	1
G91	010001100110110100111	1
G79	011000000011000000000	1
G53	011000101011010011111	1
G80	011011000011111000000	1
G17	011011011100100110011	1
G12	011011111011100000110	1
G73	011101111110000000000	1
G28	011110011111111011111	1
G69	011110111001101100000	1
G100	011111011000011000001	1
G94	011111111110000000001	1
G14	011111111111000000000	1
G10	100000000000011000000	1
G23	100000000000111111111	1
G20	100000000001000111101	1
G32	100000000001111011111	1
G95	100001010000100010011	1
G59	100010001000111110010	1
G9	100011011111110110010	1
G63	100110010000000011101	1
G41	100110011010010100001	1
G6	100110101110101011010	1
G15	100111111110000000000	1
G60	101000000000011111011	1
G93	101000000001111111111	1
G55	101000100001101111110	1
G76	101001101110101100011	1
G52	101010111011101010001	1
G51	101101000010000000001	1
G96	101101111011110011010	1
G43	101110000001111001000	1
G87	110000000000000000111	1
G24	110000000000000111000	1
G99	110000000001111101111	1
G26	110000000010001101100	1
G4	110000010000111111111	1
G7	110001000000000010001	1
G72	110001000001101110111	1
G68	110001011100111001000	1
G78	110010111000110111100	1
G49	110100000000000111111	1
G8	110100100000000011111	1
G74	110101000011010000110	1
G90	110101110100100110110	1
G85	111000000000010011111	1
G19	111000000000011111111	1
G39	111000000000111111111	1
G21	111000011111110101010	1
G88	111001101000001111010	1
G92	111010100111010000000	1
G54	111011111110000110001	1
G86	111100000000000011111	1
G44	111100001001110010010	1
G84	111100110000001100101	1
G77	111110010101101001011	1
G34	111111010110111111100	1
G5	001111111111000000000	2
G42	001111111111000000000	2
G13	001111111111100000000	2
G57	001111111111100000000	2
G1	011111111110000000000	3
G29	011111111110000000000	3
G82	011111111110000000000	3
G47	111000000000000111111	3
G48	111000000000000111111	3
G50	111000000000000111111	3
G11	100000000001111111111	4
G37	100000000001111111111	4
G46	100000000001111111111	4
G83	100000000001111111111	4
