Gene	Pattern	Frequency
G93	000000000000000100011	1
G91	000000000000100000000	1
G65	000000000000100001000	1
G2	000000000100000000011	1
G66	000000010000000000000	1
G3	000000011000000000000	1
G18	000001000000000000000	1
G98	000001010010001001011	1
G61	000011111111000000000	1
G58	000011111111100000000	1
G70	000100100000000000000	1
G71	000101000010011000000	1
G45	000111111111110000000	1
G79	001000000000000000000	1
G67	001001000000000000000	1
G57	001111111110000000000	1
G13	001111111111110000000	1
G24	010000000000000000000	1
G73	011101111110000000000	1
G5	011111111111000000000	1
G53	011111111111011111111	1
G80	011111111111111111011	1
G87	100000000000000000000	1
G51	100000000000000000001	1
G8	100000000000000000100	1
G32	100000000001111011111	1
G6	100110101110111011010	1
G7	110001000000000010001	1
G48	111000000000000111111	1
G19	111000000000011111111	1
G39	111000000000111111111	1
G21	111010111111111111111	1
G86	111100000000000011111	1
G47	111100000000000111111	1
G84	111100110000000100101	1
G64	111101111111111111111	1
G49	111110000000111111111	1
G34	111111010111111111110	1
G4	111111010111111111111	1
G43	111111011111111111110	1
G85	111111110111111111111	1
G77	111111111101111011111	1
G15	111111111111011011111	1
G54	111111111111100111111	1
G76	111111111111101111111	1
G96	111111111111111111110	1
G30	000000000000000000001	2
G95	000000000000000000001	2
G33	000000000000000000010	2
G38	000000000000000000010	2
G62	000000000000000010000	2
G90	000000000000000010000	2
G16	000000000001000000000	2
G72	000000000001000000000	2
G44	000100000000000000000	2
G63	000100000000000000000	2
G1	011111111110000000000	2
G29	011111111110000000000	2
G14	011111111111100000000	2
G42	011111111111100000000	2
G41	111111011111111111111	2
G59	111111011111111111111	2
G26	111111101111111111111	2
G74	111111101111111111111	2
G9	111111111111110111111	2
G35	111111111111110111111	2
G28	111111111111111011111	2
G94	111111111111111011111	2
G17	111111111111111111011	2
G92	111111111111111111011	2
G52	111111111111111111101	2
G100	111111111111111111101	2
G10	000000000000010000000	3
G68	000000000000010000000	3
G99	000000000000010000000	3
G31	000000000010000000000	3
G36	000000000010000000000	3
G40	000000000010000000000	3
G69	000000001000000000000	3
G81	000000001000000000000	3
G97	000000001000000000000	3
G22	000010000000000000000	3
G78	000010000000000000000	3
G82	000010000000000000000	3
G12	011111111111111111111	3
G25	011111111111111111111	3
G56	011111111111111111111	3
G27	000000000000000001000	4
G50	000000000000000001000	4
G88	000000000000000001000	4
G89	000000000000000001000	4
G20	000000000000000100000	4
G55	000000000000000100000	4
G60	000000000000000100000	4
G75	000000000000000100000	4
G11	100000000001111111111	5
G23	100000000001111111111	5
G37	100000000001111111111	5
G46	100000000001111111111	5
G83	100000000001111111111	5
