Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0
G2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
G3	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0
G4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0
G5	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G6	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1
G7	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1
G8	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
G9	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G10	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0
G11	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1
G12	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G14	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G15	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G16	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
G17	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1
G18	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G19	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G20	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1
G21	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
G22	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
G23	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0
G24	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1
G25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G26	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G27	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1
G28	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0
G29	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G30	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G31	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
G32	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G33	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G34	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0
G35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0
G36	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G37	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0
G38	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G39	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G40	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G41	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
G42	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1
G43	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G44	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
G45	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
G46	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G47	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0
G48	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0
G49	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G50	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G51	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G52	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
G53	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G54	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1
G55	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0
G56	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	1
G57	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1
G58	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0
G59	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G60	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1
G61	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1
G62	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
G63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
G64	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1
G65	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1
G66	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1
G67	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0
G68	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1
G69	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1
G70	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
G71	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0
G72	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
G73	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
G74	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1
G75	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1
G76	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1
G77	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1
G78	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
G79	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1
G80	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0
G81	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1
G82	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
G83	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1
G84	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0
G85	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1
G86	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0
G87	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0
G88	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
G89	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G90	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0
G91	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G92	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G93	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0
G94	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0
G95	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G96	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G97	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0
G98	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G99	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1
G100	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1
