Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
G2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0
G3	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
G4	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0
G5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
G6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G7	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0
G8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G9	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G10	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1
G11	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0
G12	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G13	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G14	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
G15	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0
G16	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
G17	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1
G18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1
G19	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G20	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
G21	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0
G22	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1
G23	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1
G24	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G25	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G26	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G27	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G28	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1
G29	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G30	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
G31	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
G32	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G33	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0
G34	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0
G35	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
G37	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
G38	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G39	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G40	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
G41	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G42	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0
G43	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1
G44	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1
G45	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0
G46	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G47	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1
G48	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
G49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G50	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0
G51	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1
G52	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1
G53	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G54	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
G56	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0
G57	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0
G58	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
G59	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1
G60	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G61	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
G62	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G63	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0
G64	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
G65	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1
G66	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
G67	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G68	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G69	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0
G70	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0
G71	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G72	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0
G73	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0
G74	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
G75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G76	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1
G77	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G78	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
G79	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
G80	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
G81	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1
G82	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0
G83	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G84	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0
G85	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
G86	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0
G87	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1
G88	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G89	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G90	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
