Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0
G2	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G3	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0
G4	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G5	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1
G6	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G7	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1
G8	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
G9	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0
G10	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0
G11	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1
G12	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0
G13	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
G14	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1
G15	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1
G16	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0
G17	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0
G18	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
G19	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G20	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
G21	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1
G22	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1
G23	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1
G24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G26	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0
G27	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G28	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1
G29	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G30	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G31	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0
G32	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G33	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0
G34	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0
G35	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G36	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G37	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
G38	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
G39	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1
G40	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0
G41	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0
G42	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
G43	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G44	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1
G45	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1
G46	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1
G47	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
G48	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
G49	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
G50	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0
G51	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1
G52	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1
G53	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G54	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1
G55	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1
G56	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0
G57	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G58	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1
G59	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0
G60	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G61	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1
G62	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
G63	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1
G64	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0
G65	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
G66	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1
G67	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0
G68	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G69	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1
G70	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1
G71	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1
G72	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1
G73	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0
G74	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1
G75	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1
G76	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
G77	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
G78	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G79	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0
G80	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0
G81	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
G82	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G83	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0
G84	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
G85	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G86	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1
G87	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G88	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G89	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
G90	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G92	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1
G93	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G94	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G95	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G96	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
G97	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1
G98	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G99	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0
G100	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
