Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
G2	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G3	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0
G4	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
G5	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0
G6	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
G7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
G8	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G9	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G10	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G11	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G12	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G13	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0
G15	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1
G16	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
G17	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1
G18	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G19	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G20	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G21	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0
G22	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0
G23	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
G24	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1
G25	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0
