Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1
G2	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
G3	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0
G4	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0
G5	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
G6	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1
G7	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G8	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G9	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0
G10	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G11	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1
G12	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
G13	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G14	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G15	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G16	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
G17	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1
G18	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0
G20	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G21	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1
G22	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
G23	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G24	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1
G25	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0
G26	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
G27	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1
G28	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G29	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0
G30	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
G31	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1
G32	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1
G33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G34	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G35	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1
G36	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
G37	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
G38	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G39	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G40	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G41	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1
G42	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G43	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G44	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G45	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G46	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G47	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G48	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G49	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1
G50	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1
G51	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G52	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G53	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G54	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
G55	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G56	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G57	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G58	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0
G59	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G60	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G61	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0
G62	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1
G63	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1
G64	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1
G65	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1
G66	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G67	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G68	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G69	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1
G70	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
G71	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0
G72	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G73	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G74	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G75	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1
G76	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
G77	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1
G78	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1
G79	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1
G80	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0
G81	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
G82	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0
G83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0
G84	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
G85	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1
G86	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
G87	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
G88	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G89	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0
G90	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G91	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1
G92	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0
G93	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1
G94	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G95	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0
