Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G3	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G4	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G5	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0
G6	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0
G7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1
G8	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G9	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G10	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1
G11	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G12	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0
G13	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0
G14	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
G15	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1
G16	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1
G17	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0
G18	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0
G19	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G20	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0
G21	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
G22	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1
G23	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
G24	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G25	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G26	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	1
G27	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G28	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G29	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G30	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1
G31	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G32	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0
