Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0
G3	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G4	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G5	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G6	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0
G7	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G8	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G9	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1
G10	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G11	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0
G12	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G13	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G14	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G15	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
G16	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
G17	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
G18	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0
G19	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
G20	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G21	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
G22	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1
G23	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G24	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0
G25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G26	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0
G27	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1
G28	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
G29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1
G30	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
G31	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
G32	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0
G33	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1
G34	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0
G35	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G36	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
G37	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G38	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
G39	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1
G40	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
G41	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G42	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1
G43	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1
