Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G3	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G4	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G5	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G6	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
G7	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0
G8	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0
G10	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G11	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1
G12	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G13	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0
G14	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0
G15	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1
G16	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0
G17	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0
G18	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G19	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
G20	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1
G21	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G22	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0
G23	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G24	1	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0
G25	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G26	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G27	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1
G28	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G29	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G30	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0
G31	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1
G32	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1
G33	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G34	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G35	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G36	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1
G37	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G38	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1
G39	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0
G40	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
G41	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
G42	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0
