Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1
G2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
G3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
G4	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0
G5	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
G6	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G7	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G8	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
G9	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
G10	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G11	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1
G12	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0
G13	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1
G14	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G15	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G16	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0
G17	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0
G18	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G19	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0
G20	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1
G21	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G22	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G23	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G24	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1
G25	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G26	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G27	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G28	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G29	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
G30	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1
G31	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1
G32	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0
G33	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
G34	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1
G35	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0
G36	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1
G37	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1
G38	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G39	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G40	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1
G41	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
G42	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G43	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0
G44	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G45	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
G46	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
G47	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0
G48	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G49	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1
G50	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
G51	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1
G52	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0
G53	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
G54	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1
G55	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
G56	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
G57	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
G58	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G59	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0
G60	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0
G61	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G62	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
G63	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0
G64	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0
G65	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
G66	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1
G67	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G68	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0
G69	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1
G70	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0
