Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G2	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G3	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
G4	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1
G5	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G6	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0
G7	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
G8	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G9	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0
G10	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G11	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0
G12	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0
G13	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G14	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
G16	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G17	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
G19	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
G20	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1
G21	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1
G22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
G23	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1
G24	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1
G25	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G26	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1
G27	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1
G28	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1
G29	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1
G30	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1
G31	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0
G32	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1
G33	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1
G34	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1
G35	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1
G36	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G37	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
G38	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G39	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0
G40	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
G41	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
G42	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G43	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G44	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
G45	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0
G46	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G47	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0
G48	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1
G49	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
G50	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G51	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G52	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0
G53	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
G54	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G55	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G56	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G57	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
G58	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G59	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1
G60	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0
G61	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1
G62	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0
G63	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
G64	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1
G65	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
G66	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0
G67	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1
G68	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0
G69	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0
G70	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
