Gen	Regla_ID	Regla	Error	N_reguladores
G1	G1(1)	(!G97) | (G64)	0	2
G2	G2(1)	(G46 & !G98)	0	2
G3	G3(1)	(!G75 & G81) | (!G60 & G75 & !G81) | (G60 & G81)	0	3
G4	G4(1)	(!G67 & !G94 & !G100) | (G94 & G100) | (G67 & G100) | (G67 & G94)	0	3
G5	G5(1)	(G44 & !G70)	0	2
G6	G6(1)	(G82 & G99) | (G38 & G99) | (G38 & G82)	0	3
G7	G7(1)	(G91) | (G80)	0	2
G8	G8(1)	(!G98) | (!G91)	0	2
G9	G9(1)	(!G80 & G84 & G94) | (G74 & !G80 & !G94) | (G74 & G80 & !G84 & G94)	0	4
G10	G10(1)	(G48 & G74)	0	2
G11	G11(1)	(!G97 & G99) | (G95 & !G97)	0	3
G12	G12(1)	(!G80 & G90)	0	2
G13	G13(1)	(!G74 & G91) | (G74 & !G91) | (G91 & G99)	0	3
G14	G14(1)	(!G44)	0	1
G15	G15(1)	(!G94 & !G98 & !G99) | (!G73 & !G98 & G99) | (!G73 & G94 & G99) | (G73 & !G98 & !G99) | (G94 & !G98 & G99)	0	4
G16	G16(1)	(G48 & G74)	0	2
G17	G17(1)	(!G19 & G95) | (!G19 & G73)	0	3
G18	G18(1)	(!G37 & G39 & !G92) | (G37 & !G39)	0	3
G19	G19(1)	(!G14 & !G98)	0	2
G20	G20(1)	(!G70 & G100) | (G96 & !G100)	0	3
G21	G21(1)	(!G68 & G74 & G80) | (G68 & G74 & !G80)	0	3
G22	G22(1)	(G80)	0	1
G23	G23(1)	(!G60 & G90) | (!G37 & G90)	0	3
G24	G24(1)	(!G98) | (!G94 & !G99)	0	3
G25	G25(1)	(!G69 & G92 & G100) | (G69 & !G92 & G100)	0	3
G26	G26(1)	(!G66 & !G85 & !G91) | (G66 & G85 & !G91)	0	3
G27	G27(1)	(!G74 & !G87 & G95 & G100) | (!G74 & G87 & !G95 & G100) | (G74 & !G87 & !G95 & !G100) | (G74 & G87 & G95 & G100)	0	4
G28	G28(1)	(!G97 & !G98 & G100) | (G97 & G98 & G100)	0	3
G29	G29(1)	(!G74 & !G88 & !G95 & !G99) | (!G74 & G88 & G95 & !G99) | (G74 & !G95 & G99) | (G74 & !G88 & G95 & !G99) | (G74 & G88 & !G95) | (G74 & G88 & G99)	0	4
G30	G30(1)	(G44 & !G70)	0	2
G31	G31(1)	(!G84 & G86) | (G82 & !G84) | (G82 & G86)	0	3
G32	G32(1)	(!G29 & !G38 & !G42) | (!G29 & G38 & G42) | (G29 & !G38 & G42) | (G29 & G38 & !G42)	0	3
G33	G33(1)	(!G80 & !G97 & G99) | (G80 & !G99)	0	3
G34	G34(1)	(!G39 & !G77) | (!G39 & G62) | (G39 & !G62 & G77) | (G62 & !G77)	0	3
G35	G35(1)	(G64)	0	1
G36	G36(1)	(G46 & G96)	0	2
G37	G37(1)	(!G38 & G85) | (!G18 & G38 & !G85) | (G18 & !G38) | (G18 & G85)	0	3
G38	G38(1)	(!G4 & G93) | (G4 & !G74 & !G93)	0	3
G39	G39(1)	(!G81 & !G99) | (!G70 & G81 & G99)	0	3
G40	G40(1)	(G44 & !G70)	0	2
G41	G41(1)	(G73 & G98)	0	2
