Gen	Regla_ID	Regla	Error	N_reguladores
G1	G1(1)	(G54)	0	1
G2	G2(1)	(!G92 & G98)	0	2
G3	G3(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G4	G4(1)	(G7)	0	1
G5	G5(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G6	G6(1)	(!G96 & !G100) | (!G96 & G98)	0	3
G7	G7(1)	(G96 & !G98) | (G94 & G96)	0	3
G8	G8(1)	(!G79 & !G90 & G97) | (G79 & !G97) | (G79 & G90)	0	3
G9	G9(1)	(G54 & !G72)	0	2
G10	G10(1)	(!G93 & !G97)	0	2
G11	G11(1)	(!G76) | (!G71) | (G66)	0	3
G12	G12(1)	(!G86 & !G96) | (G86 & G96 & G100)	0	3
G13	G13(1)	(!G96) | (!G67)	0	2
G14	G14(1)	(!G84)	0	1
G15	G15(1)	(!G76 & !G96) | (!G68 & G76 & G96) | (G68 & !G76)	0	3
G16	G16(1)	(!G63 & !G68 & !G75) | (G68 & G75) | (G63 & G75) | (G63 & G68)	0	3
G17	G17(1)	(!G70 & !G94 & G97) | (G94 & !G97) | (G70 & !G97)	0	3
G18	G18(1)	(!G60 & G81 & G91) | (G60 & !G81 & G91)	0	3
G19	G19(1)	(!G86 & !G96)	0	2
G20	G20(1)	(!G39) | (G45)	0	2
G21	G21(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G22	G22(1)	(!G86 & !G96) | (!G86 & G90)	0	3
G23	G23(1)	(!G78 & !G90 & G93) | (!G78 & G90 & !G93) | (G76 & !G78 & !G93) | (G76 & !G90 & G93)	0	4
G24	G24(1)	(!G74 & !G100) | (G74 & G100) | (G90 & !G100)	0	3
G25	G25(1)	(!G48 & G72 & !G75) | (G48 & !G72 & !G75)	0	3
G26	G26(1)	(!G54)	0	1
G27	G27(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G28	G28(1)	(!G18 & G48 & G87) | (G18 & !G48 & !G87)	0	3
G29	G29(1)	(!G69 & G83 & !G91) | (G69 & !G83 & G91)	0	3
G30	G30(1)	(!G90 & G96) | (G86 & !G90) | (G86 & G96)	0	3
G31	G31(1)	(!G7)	0	1
G32	G32(1)	(!G49 & !G72 & !G84) | (G49 & !G72 & G84) | (G49 & G72 & !G84)	0	3
G33	G33(1)	(!G73 & G74 & G79) | (G73 & !G79) | (G73 & !G74)	0	3
G34	G34(1)	(!G98 & !G100) | (!G72 & !G98) | (G72 & !G100)	0	3
G35	G35(1)	(G54)	0	1
G36	G36(1)	(!G62 & !G98) | (!G62 & !G87) | (G87 & !G98)	0	3
G37	G37(1)	(!G74 & G97) | (G66 & !G74) | (G66 & G97)	0	3
G38	G38(1)	(G89 & !G97)	0	2
G39	G39(1)	(G76 & !G84) | (G52 & !G84) | (G52 & G76)	0	3
G40	G40(1)	(!G15 & G29) | (!G15 & G16) | (G15 & !G16 & !G29)	0	3
G41	G41(1)	(G78 & G90)	0	2
G42	G42(1)	(!G12 & !G79 & !G86) | (!G12 & G79 & G86) | (G12 & !G79 & G86) | (G12 & G79 & !G86)	0	3
G43	G43(1)	(!G37 & !G99) | (!G37 & G61) | (G37 & !G61 & G99)	0	3
G44	G44(1)	(G92) | (G86)	0	2
G45	G45(1)	(G88)	0	1
G46	G46(1)	(!G68 & !G75 & G86) | (G68 & !G75 & !G86) | (G68 & G75 & G86)	0	3
G47	G47(1)	(G73 & G95)	0	2
G48	G48(1)	(!G81 & G95) | (G68 & G81)	0	3
G49	G49(1)	(!G86 & !G92) | (G86 & G92 & G99)	0	3
G50	G50(1)	(!G87)	0	1
G51	G51(1)	(G92 & !G98) | (G92 & G94)	0	3
G52	G52(1)	(!G65 & !G78 & G91) | (G65 & !G78 & !G91) | (G65 & G78 & G91)	0	3
G53	G53(1)	(G96) | (G86)	0	2
G54	G54(1)	(G96) | (G86)	0	2
G55	G55(1)	(G92) | (G86)	0	2
G56	G56(1)	(!G54)	0	1
G57	G57(1)	(G54)	0	1
G58	G58(1)	(G86) | (G59)	0	2
G59	G59(1)	(G96)	0	1
