Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G3	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G4	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G5	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G7	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G8	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G9	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0
G10	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G11	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0
G12	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G13	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G14	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G15	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G16	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1
G17	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G18	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1
G19	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
G20	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0
G21	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0
G23	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G24	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G25	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
G26	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
G27	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G28	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1
G29	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
G30	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G31	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0
G32	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G33	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1
G34	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1
G35	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G36	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G37	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0
G38	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0
G39	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
G40	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0
G41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
G42	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G43	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1
G44	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
G45	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
G46	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G47	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1
G48	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G49	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
G50	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G51	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0
G52	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G53	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1
G54	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0
G55	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1
G56	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G57	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1
G58	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G59	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G60	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
G61	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1
G62	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0
G63	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0
G64	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
G65	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0
G66	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
G67	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1
G68	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0
G69	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0
G70	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0
G71	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0
G72	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1
G73	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1
G74	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G75	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1
G76	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0
G77	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G78	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G79	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
G80	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0
G81	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1
G82	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1
G83	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1
G84	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1
G85	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0
G86	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
G87	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G88	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0
G89	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G90	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0
G91	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
G92	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1
G93	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0
G94	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0
G95	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1
G96	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0
G97	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1
G98	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0
G99	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G100	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
