Gene	Pattern	Frequency
G69	000000000000000000010	1
G34	000000000000000000100	1
G37	000000000000000100000	1
G64	000000000000001000000	1
G84	000000000000110000000	1
G58	000000000010000000000	1
G65	000000000010000001000	1
G4	000000001100111000000	1
G91	000000010000000000000	1
G3	000000100001000000000	1
G8	000000110000000000000	1
G63	000001000000000000000	1
G29	000010000000000000000	1
G80	000011000000000000000	1
G97	000100000010000100001	1
G56	000110000000000001100	1
G21	000111111110000000000	1
G48	001111111111000000000	1
G16	010100000000000000000	1
G71	011000000010110011001	1
G5	011000001111111111111	1
G7	011111111111000000000	1
G13	100000000000000000000	1
G39	100000000000000000100	1
G42	100000000000111111111	1
G28	100001111111111111111	1
G90	100100000000000011100	1
G94	101011100111110010010	1
G47	101111111111111111111	1
G24	110000000001111111111	1
G6	111000000000011111111	1
G73	111000000001111111111	1
G31	111100111111111111111	1
G12	111101111111111111111	1
G2	111110111111111111111	1
G20	111111011101111111111	1
G68	111111111101111111111	1
G40	111111111110111111111	1
G35	111111111111011111111	1
G36	111111111111110101111	1
G78	111111111111110111111	1
G50	111111111111111111101	1
G85	000000000000000001000	2
G88	000000000000000001000	2
G53	000000000000010000000	2
G55	000000000000010000000	2
G45	000000001000000000000	2
G70	000000001000000000000	2
G23	011111111110000000000	2
G72	011111111110000000000	2
G22	011111111111111111111	2
G67	011111111111111111111	2
G32	110111111111111111111	2
G57	110111111111111111111	2
G25	111000000000111111111	2
G44	111000000000111111111	2
G49	111111111111111011111	2
G87	111111111111111011111	2
G51	111111111111111111011	2
G66	111111111111111111011	2
G17	000000000100000000000	3
G30	000000000100000000000	3
G82	000000000100000000000	3
G11	000000100000000000000	3
G33	000000100000000000000	3
G93	000000100000000000000	3
G10	000000000000000000001	4
G27	000000000000000000001	4
G54	000000000000000000001	4
G86	000000000000000000001	4
G14	000100000000000000000	4
G43	000100000000000000000	4
G89	000100000000000000000	4
G96	000100000000000000000	4
G26	000000000000100000000	5
G52	000000000000100000000	5
G61	000000000000100000000	5
G81	000000000000100000000	5
G92	000000000000100000000	5
G46	000000000001000000000	5
G74	000000000001000000000	5
G76	000000000001000000000	5
G83	000000000001000000000	5
G100	000000000001000000000	5
G1	001000000000000000000	5
G19	001000000000000000000	5
G60	001000000000000000000	5
G75	001000000000000000000	5
G98	001000000000000000000	5
G9	111111111111101111111	5
G41	111111111111101111111	5
G59	111111111111101111111	5
G62	111111111111101111111	5
G95	111111111111101111111	5
G15	100000000001111111111	6
G18	100000000001111111111	6
G38	100000000001111111111	6
G77	100000000001111111111	6
G79	100000000001111111111	6
G99	100000000001111111111	6
