Gene	Pattern	Frequency
G22	000000000010110001011	1
G88	000000110111101000000	1
G21	000000111011100000000	1
G85	000001100000000010010	1
G89	000001100011000001111	1
G48	000010000001101111000	1
G18	000010000010100101110	1
G15	000011010101110000001	1
G93	000011100000000000000	1
G74	000011101111100010000	1
G59	000011111100011001110	1
G2	000011111111111000000	1
G23	000011111111111100000	1
G60	000100111111000010000	1
G8	000101111111100000000	1
G90	000110100001011001000	1
G66	000111001010110100000	1
G70	000111111111000000111	1
G54	000111111111000100000	1
G9	000111111111110000000	1
G97	001000011000001010100	1
G47	001001000000001110000	1
G40	001010000001100000001	1
G51	001011111001001001000	1
G79	001011111111111000000	1
G100	001100111111100100110	1
G63	001110000111011001000	1
G62	001111101111111111010	1
G73	001111111101010011000	1
G5	001111111111111000010	1
G81	010000101000101000100	1
G92	010001111101011100101	1
G35	010101111011110011001	1
G94	010111101111111110110	1
G37	011001111111010001110	1
G12	011011111101100001100	1
G78	011100000101110110000	1
G68	011100001001000100001	1
G75	011100001100100000100	1
G27	011101111111000000000	1
G42	011110001010110001110	1
G39	011111100010000000100	1
G17	011111100111100011110	1
G53	011111101110000000000	1
G44	011111111110000000001	1
G71	011111111110000000100	1
G82	011111111110001010000	1
G14	011111111110100000000	1
G83	011111111111000000000	1
G41	011111111111100000000	1
G36	100000000000001011111	1
G1	100000000000011111111	1
G98	100000000001011001000	1
G77	100000000011111101111	1
G11	100100000000000000000	1
G38	100100001001100000011	1
G67	100100101101001000100	1
G91	101000111100010000001	1
G56	101001000000100111100	1
G49	101100101100000011010	1
G87	101101110000001111101	1
G45	101110001111011001011	1
G86	101111110001100010001	1
G46	110000000000001111001	1
G55	110000000010000001001	1
G99	110000111000011000011	1
G10	110010001101100011001	1
G76	110110011101011111011	1
G80	110110111001111101010	1
G19	110110111111100000000	1
G25	111000000000001111111	1
G32	111000000000111111110	1
G52	111010001111010000001	1
G26	111010010111010100111	1
G43	111011100000101001110	1
G69	111100000000001111111	1
G16	111100011000011001101	1
G57	111100110101000001111	1
G61	111101000000110111101	1
G64	111110000000001111111	1
G30	111110010010111101101	1
G20	111111101101000001010	1
G6	111111101101100011000	1
G13	111111101111110011010	1
G7	111111111111110001011	1
G4	000111111111100000000	2
G95	000111111111100000000	2
G33	001111111111100000000	2
G84	001111111111100000000	2
G29	111000000000111111111	2
G31	111000000000111111111	2
G3	011111111110000000000	3
G58	011111111110000000000	3
G72	011111111110000000000	3
G24	100000000001111111111	6
G28	100000000001111111111	6
G34	100000000001111111111	6
G50	100000000001111111111	6
G65	100000000001111111111	6
G96	100000000001111111111	6
