Gene	Pattern	Frequency
G46	000000000001100000000	1
G65	000000000011000001001	1
G2	000000001000011000000	1
G84	000000011001111000100	1
G74	000000011111100000000	1
G3	000000100001000000000	1
G4	000000101100111000000	1
G78	000000111111110110011	1
G62	000001011010000000000	1
G47	000010000100011110100	1
G54	000011111111000110111	1
G83	000100000001101010100	1
G97	000100010010101100011	1
G70	000101111110101010110	1
G56	000110000000000001100	1
G76	000110000011010001100	1
G33	000111101110000000000	1
G66	000111101111111100011	1
G21	000111111110000000000	1
G93	000111111110010000000	1
G95	000111111111100000000	1
G88	001000000000111111110	1
G17	001000010111001000010	1
G37	001000110111101100001	1
G45	001000111101000000000	1
G91	001001111100000000000	1
G50	001010010000001110000	1
G80	001011100100010000001	1
G9	001110000010000010000	1
G1	001111100010000110001	1
G48	001111111111000000000	1
G60	001111111111000110000	1
G31	010000000011011111111	1
G81	010100011001100000001	1
G96	010101001100000000110	1
G59	010110111010000110110	1
G8	010110111100000100000	1
G67	010110111111111111111	1
G11	010111111100100000101	1
G71	011000000010110011001	1
G5	011000000111011111111	1
G82	011001110110011000000	1
G29	011111000000001100000	1
G22	011111011110000000000	1
G63	011111110000001010110	1
G87	011111110111010000110	1
G41	011111111010000000000	1
G30	011111111110000100101	1
G7	011111111111000000000	1
G57	100000000000110100000	1
G53	100000000000111100000	1
G32	100000000001100100100	1
G100	100000000001111111001	1
G24	100000000001111111011	1
G92	100000000001111111101	1
G12	100000000011111111110	1
G28	100000011111111111111	1
G86	100001000011111111101	1
G90	100100000000000011100	1
G34	100100011100001000101	1
G20	100101010100110000111	1
G85	100111000111100101000	1
G68	100111001000101111100	1
G49	100111111111110000101	1
G94	101011100111110010011	1
G13	101111100010011100011	1
G35	101111111100011110110	1
G44	110000000000011111111	1
G52	110000000000111000010	1
G26	110000000001111111111	1
G55	110000100001110000000	1
G64	110101000010111111110	1
G39	111000000000111111111	1
G73	111000000001111111111	1
G69	111000000011001101111	1
G27	111100000000001111111	1
G16	111100001111100011000	1
G51	111101101100100011001	1
G98	111110000110100100100	1
G89	111110000111111111111	1
G19	111111001010000111000	1
G36	111111110111010001111	1
G43	111111111110000111110	1
G40	111111111110001111111	1
G15	100000000000111111111	2
G42	100000000000111111111	2
G6	111000000000011111111	2
G25	111000000000011111111	2
G14	011111111110000000000	5
G23	011111111110000000000	5
G58	011111111110000000000	5
G72	011111111110000000000	5
G75	011111111110000000000	5
G10	100000000001111111111	7
G18	100000000001111111111	7
G38	100000000001111111111	7
G61	100000000001111111111	7
G77	100000000001111111111	7
G79	100000000001111111111	7
G99	100000000001111111111	7
