Gen	Regla_ID	Regla	Error	N_reguladores
G1	G1(1)	(!G84 & !G88 & G91) | (G84 & !G91)	0	3
G2	G2(1)	(G94 & !G99) | (!G15 & G94) | (G15 & !G94 & G99)	0	3
G3	G3(1)	(G55 & G88)	0	2
G4	G4(1)	(!G34 & !G54) | (G78) | (G34 & G54)	0	3
G5	G5(1)	(!G6 & G93) | (G19 & !G93) | (G6 & !G93)	0	3
G6	G6(1)	(!G55 & !G91 & !G96) | (G55 & G91 & G96)	0	3
G7	G7(1)	(!G98 & !G99 & G100) | (!G94 & G98 & G99 & G100) | (G94 & !G98 & G100) | (G94 & G98 & !G99 & !G100)	0	4
G8	G8(1)	(!G95 & !G97) | (!G83 & !G97) | (!G83 & G95)	0	3
G9	G9(1)	(G85 & G87) | (G19 & !G87)	0	3
G10	G10(1)	(!G62 & G80) | (G62 & !G80)	0	2
G11	G11(1)	(!G85 & !G88 & !G93)	0	3
G12	G12(1)	(!G9 & !G78) | (!G9 & G89) | (!G78 & G89) | (G9 & G78 & !G89)	0	3
G13	G13(1)	0	0	1
G14	G14(1)	(!G15 & !G78 & G94) | (!G15 & G78 & !G94) | (G15 & !G78 & !G94)	0	3
G15	G15(1)	(!G79 & !G83 & !G96 & !G99) | (!G79 & G83 & G96 & G99) | (G79 & !G83 & G99) | (G79 & G83 & !G99)	0	4
G16	G16(1)	(G90 & !G98) | (G90 & G99)	0	3
G17	G17(1)	(!G89 & !G90) | (G95) | (G89 & G90)	0	3
G18	G18(1)	(G80)	0	1
G19	G19(1)	(!G43 & !G55 & !G99) | (!G43 & G55 & G99) | (G43 & G55 & !G99)	0	3
G20	G20(1)	(G39 & G95)	0	2
G21	G21(1)	(!G27 & G54)	0	2
G22	G22(1)	(!G80) | (G82)	0	2
G23	G23(1)	(G29)	0	1
G24	G24(1)	(G62)	0	1
G25	G25(1)	(G73 & G88)	0	2
G26	G26(1)	(!G44 & !G74) | (!G74 & G97) | (G44 & G74 & !G97)	0	3
G27	G27(1)	(!G54 & G95) | (G79) | (G54 & !G95)	0	3
G28	G28(1)	(!G45 & !G55 & !G88) | (G45 & G55 & !G88)	0	3
G29	G29(1)	(!G52)	0	1
G30	G30(1)	(!G59 & !G68 & !G94) | (G59 & G68 & !G94)	0	3
G31	G31(1)	(!G83 & !G84) | (!G54 & G84) | (G54 & !G84) | (G83 & G84)	0	3
G32	G32(1)	(!G88 & !G97 & G98) | (!G88 & G97 & !G98)	0	3
G33	G33(1)	(!G27 & G87 & !G99) | (G27 & !G87 & G99)	0	3
G34	G34(1)	(!G33 & !G55) | (!G3 & !G33) | (G3 & !G55)	0	3
G35	G35(1)	(!G43 & !G62) | (!G38 & G43 & G62)	0	3
G36	G36(1)	(!G88 & !G99) | (!G84 & !G88) | (G84 & G88 & G99)	0	3
G37	G37(1)	(G80)	0	1
G38	G38(1)	(!G59 & !G83 & !G96) | (!G59 & G83 & G96) | (G59 & !G83 & G96)	0	3
G39	G39(1)	(!G35 & !G85 & G92) | (!G35 & G85 & !G92)	0	3
G40	G40(1)	(!G55 & !G84 & !G100) | (G55 & !G84 & G100)	0	3
