Gen	Regla_ID	Regla	Error	N_reguladores
G1	G1(1)	(!G95) | (G79)	0	2
G2	G2(1)	(!G12 & G18 & G55) | (G12 & !G18 & G55) | (G12 & G18 & !G55)	0	3
G3	G3(1)	(G63 & !G99) | (G62)	0	3
G4	G4(1)	(!G31 & !G90)	0	2
G5	G5(1)	(!G83 & !G89 & !G90 & !G98) | (!G89 & G90 & G98) | (G83 & !G90 & G98) | (G83 & G89 & !G90)	0	4
G6	G6(1)	(!G27 & !G57)	0	2
G7	G7(1)	(!G49 & G100) | (!G49 & G85)	0	3
G8	G8(1)	(!G90 & !G100) | (!G81 & !G90)	0	3
G9	G9(1)	(!G40 & G50) | (G40 & !G50)	0	2
G10	G10(1)	(!G40 & !G50) | (G40 & G50)	0	2
G11	G11(1)	(!G27 & !G31 & !G49) | (G31 & G49) | (G27 & G31)	0	3
G12	G12(1)	(!G79 & G95 & G100) | (!G79 & G84 & G100) | (!G79 & G84 & G95) | (G79 & !G84 & !G95 & !G100)	0	4
G13	G13(1)	(G57 & G75) | (G7 & !G57 & !G75)	0	3
G14	G14(1)	(!G40 & G50) | (G40 & !G50)	0	2
G15	G15(1)	(!G87 & !G89 & !G99) | (G87 & G89 & G99)	0	3
G16	G16(1)	(!G40 & G50) | (G40 & !G50)	0	2
G17	G17(1)	(!G40 & G50) | (G40 & !G50)	0	2
G18	G18(1)	(!G78 & !G83 & G97) | (!G78 & G83 & !G97) | (G78 & G83 & G97)	0	3
G19	G19(1)	(G72 & !G90) | (G52 & !G72 & G90)	0	3
G20	G20(1)	(G66 & G89)	0	2
G21	G21(1)	(!G7 & !G97) | (!G7 & G27) | (G7 & !G27 & G97)	0	3
G22	G22(1)	(!G58 & !G77 & !G98) | (!G58 & G77 & G98) | (G58 & G77 & !G98)	0	3
G23	G23(1)	(!G69) | (G78)	0	2
G24	G24(1)	(G78) | (G72)	0	2
G25	G25(1)	(!G69 & !G93)	0	2
G26	G26(1)	(!G70) | (G84 & !G93)	0	3
G27	G27(1)	(G87 & !G89) | (G75 & !G89)	0	3
G28	G28(1)	(!G44)	0	1
G29	G29(1)	(!G31 & !G95)	0	2
G30	G30(1)	(!G70 & G87 & !G99) | (!G70 & G87 & !G98) | (G70 & !G87 & !G98 & !G99) | (G70 & !G87 & G98 & G99)	0	4
G31	G31(1)	(!G52 & !G99 & !G100) | (G52 & G99)	0	3
G32	G32(1)	(!G49 & !G72 & !G93) | (!G49 & G72 & G93) | (G49 & !G72 & G93)	0	3
G33	G33(1)	(!G34 & !G52) | (!G34 & !G51) | (G51 & !G52)	0	3
G34	G34(1)	(!G26 & !G46 & !G62) | (G26 & G46 & G62)	0	3
G35	G35(1)	(!G86 & !G87 & !G95 & G100) | (!G86 & G95 & !G100) | (!G86 & G87 & G95) | (G86 & !G87 & !G95 & !G100)	0	4
G36	G36(1)	(!G40 & !G50) | (G40 & G50)	0	2
G37	G37(1)	(G95) | (G93)	0	2
G38	G38(1)	(!G65 & !G99) | (G96 & !G99) | (G65 & G96)	0	3
G39	G39(1)	(!G31 & G55 & !G95) | (G31 & !G55)	0	3
G40	G40(1)	(!G66 & !G99)	0	2
G41	G41(1)	(!G12 & !G52 & !G58) | (G12 & G58)	0	3
G42	G42(1)	(!G46 & !G90) | (!G46 & !G88) | (G88 & !G90)	0	3
G43	G43(1)	(G93) | (G20)	0	2
G44	G44(1)	(G92)	0	1
G45	G45(1)	(!G44 & !G65 & G97) | (G44 & !G97) | (G44 & G65)	0	3
G46	G46(1)	(!G65 & !G88) | (!G88 & G93) | (G65 & G93)	0	3
G47	G47(1)	(G94)	0	1
G48	G48(1)	(G95) | (G31)	0	2
G49	G49(1)	(!G46 & G87 & !G88) | (G46 & !G87) | (G46 & G88)	0	3
G50	G50(1)	(!G5 & !G83) | (!G5 & G66) | (G5 & !G66 & G83) | (G66 & !G83)	0	3
G51	G51(1)	(!G79 & !G86 & !G98) | (G79 & G98) | (G79 & G86)	0	3
G52	G52(1)	(!G7 & !G12) | (G7 & G12 & G96)	0	3
G53	G53(1)	(G43)	0	1
G54	G54(1)	(!G12 & !G70 & !G82) | (G12 & G70)	0	3
G55	G55(1)	(!G31 & !G84 & G87) | (!G31 & G84 & !G87)	0	3
G56	G56(1)	(!G40 & !G50) | (G40 & G50)	0	2
G57	G57(1)	(!G63 & !G97)	0	2
G58	G58(1)	(!G85 & !G98) | (G84 & G85 & G98)	0	3
G59	G59(1)	(G72)	0	1
G60	G60(1)	(!G69)	0	1
G61	G61(1)	(!G84 & G89)	0	2
G62	G62(1)	(!G85 & G100) | (G85 & !G95 & !G100)	0	3
G63	G63(1)	(G49) | (G47)	0	2
G64	G64(1)	(!G49 & !G70 & G100) | (G49 & !G100) | (G49 & G70)	0	3
G65	G65(1)	(!G50 & !G80) | (!G45 & !G80)	0	3
G66	G66(1)	(!G38 & !G100) | (!G12 & G38 & G100) | (G12 & !G38)	0	3
G67	G67(1)	(!G77 & G86 & G90) | (G77 & !G90)	0	3
G68	G68(1)	(!G72 & !G82 & G98) | (G72 & G82)	0	3
G69	G69(1)	(G95) | (G31)	0	2
G70	G70(1)	(!G86 & !G93 & G98) | (!G86 & G93 & !G98 & G100)	0	4
G71	G71(1)	(!G69 & !G95)	0	2
G72	G72(1)	(!G69 & !G95)	0	2
G73	G73(1)	(G25)	0	1
G74	G74(1)	(!G84 & G89)	0	2
G75	G75(1)	(!G86 & !G95) | (G87 & !G95)	0	3
G76	G76(1)	(!G73)	0	1
G77	G77(1)	(G60)	0	1
G78	G78(1)	(G79)	0	1
G79	G79(1)	(G72)	0	1
G80	G80(1)	(G79 & !G95)	0	2
G81	G81(1)	(!G55 & !G65 & G88) | (!G55 & G65 & !G88) | (G55 & G65 & G88)	0	3
G82	G82(1)	(!G85 & !G87 & !G90) | (!G84 & !G85 & !G90) | (!G84 & !G87 & !G90) | (G85 & G87 & G90) | (G84 & !G87 & G90) | (G84 & G85 & G87)	0	4
G83	G83(1)	(!G84 & !G85) | (G84 & G85) | (G32 & G85)	0	3
G84	G84(1)	(!G28 & !G58 & !G84) | (G28 & !G58 & G84) | (G28 & G58 & !G84)	0	3
G85	G85(1)	(!G3 & !G81 & G88) | (!G3 & G81 & !G88) | (G3 & !G81 & !G88) | (G3 & G81 & G88)	0	3
