Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G2	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0
G3	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1
G4	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0
G5	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0
G6	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G7	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0
G8	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0
G9	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G10	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G11	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0
G12	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0
G13	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0
G14	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G15	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1
G16	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G17	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G18	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0
G19	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
G20	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0
G21	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0
G22	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1
G23	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0
G24	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0
G25	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G26	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1
G27	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
G28	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G29	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G30	0	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0
G31	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
G32	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1
G33	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1
G34	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
G35	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1
G36	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G37	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G38	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1
G39	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
G40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1
G41	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1
G42	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0
G43	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G45	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
G46	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
G47	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G48	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G49	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1
G50	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1
G51	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1
G52	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1
G53	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G54	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0
G55	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0
G56	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G57	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
G58	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0
G59	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
G60	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G61	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
G62	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0
G63	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G64	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1
G65	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0
G66	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1
G67	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0
G68	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0
G69	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
