Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
G2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G4	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
G5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G6	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0
G7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
G8	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1
G9	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1
G10	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0
G11	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
G12	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G13	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
G15	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
G16	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	0
G17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G18	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G19	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
G20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
G21	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G22	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G23	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0
G24	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G25	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0
G26	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0
G27	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
G28	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1
G29	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G30	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G31	1	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0
G32	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1
G33	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0
G34	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
G35	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0
G36	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G37	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
G38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
G39	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1
G40	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1
G41	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
G42	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0
G43	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0
G44	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
G45	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0
G46	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1
G47	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
