Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0
G2	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0
G3	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1
G4	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0
G5	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
G6	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1
G7	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
G8	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
G9	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G10	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
G11	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G12	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G13	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G14	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1
G15	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G16	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G17	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1
G18	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
G19	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
G20	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1
G21	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G22	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0
G23	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G24	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
G25	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G26	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1
G27	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G28	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0
G29	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G30	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
G31	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G32	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1
G33	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0
G34	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G35	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G36	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
G37	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0
G38	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
G39	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0
G40	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0
G41	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G42	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
G43	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1
G44	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
G45	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G46	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1
G47	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
G48	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G49	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1
G50	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G51	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
G52	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0
G53	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1
G54	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
G55	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G56	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1
G57	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
G58	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G59	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G60	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1
G61	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G62	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1
G63	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0
G64	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
G65	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0
G66	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0
G67	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1
G68	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1
G69	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1
