Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1
G3	0	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1
G4	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1
G5	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G6	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0
G7	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
G8	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G9	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0
G10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
G11	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G12	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0
G13	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G14	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G15	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G16	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
G17	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1
G18	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
G19	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G20	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1
G21	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0
G22	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G23	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G24	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
G25	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0
