Gen	Regla_ID	Regla	Error	N_reguladores
G1	G1(1)	(!G87 & !G89 & !G99) | (G87 & !G89 & G99)	0	3
G2	G2(1)	(G65 & G70) | (G64 & !G65 & !G70)	0	3
G3	G3(1)	(!G88 & !G97) | (!G88 & G100) | (!G97 & G100) | (!G97 & G98) | (G88 & G97 & !G98 & !G100)	0	4
G4	G4(1)	(!G94) | (G97 & !G100)	0	3
G5	G5(1)	(G94)	0	1
G6	G6(1)	(!G84 & !G92 & !G99) | (!G84 & !G90 & G92 & G99) | (!G84 & G90 & !G99) | (G84 & !G90 & G92 & !G99) | (G90 & !G92 & !G99) | (G84 & G90 & !G92)	0	4
G7	G7(1)	(G87 & G96) | (G78 & !G87 & !G96)	0	3
G8	G8(1)	(!G80 & !G94 & !G97) | (G80 & G94 & G97)	0	3
G9	G9(1)	(!G50 & G77) | (!G50 & G52) | (G50 & !G52 & !G77)	0	3
G10	G10(1)	(G56 & G99)	0	2
G11	G11(1)	(!G87 & G99) | (!G87 & G89) | (G89 & G99)	0	3
G12	G12(1)	(!G54 & !G59) | (!G43 & !G59) | (G43 & G54 & G59)	0	3
G13	G13(1)	(!G23)	0	1
G14	G14(1)	(G94) | (G51)	0	2
G15	G15(1)	(!G89 & !G99)	0	2
G16	G16(1)	(!G44 & G73)	0	2
G17	G17(1)	(!G67 & !G78) | (G78 & G84) | (G67 & G78)	0	3
G18	G18(1)	(G61 & G75)	0	2
G19	G19(1)	(!G42)	0	1
G20	G20(1)	(!G89 & !G94 & !G96) | (G89 & G96)	0	3
G21	G21(1)	(!G43 & !G76) | (!G43 & !G72) | (G72 & !G76) | (G43 & G72)	0	3
G22	G22(1)	(G94) | (G57)	0	2
G23	G23(1)	(!G51 & !G94)	0	2
G24	G24(1)	(!G12 & G72)	0	2
G25	G25(1)	(!G75 & !G99) | (!G75 & !G76) | (G75 & G76 & G99)	0	3
G26	G26(1)	(!G78 & !G85 & !G96) | (G78 & G85 & G96)	0	3
G27	G27(1)	(!G34 & !G67) | (!G17 & G34 & G67) | (G17 & !G34) | (G17 & !G67)	0	3
G28	G28(1)	(!G80) | (G21)	0	2
G29	G29(1)	(!G87 & !G89 & !G99) | (G87 & !G89 & G99)	0	3
G30	G30(1)	(G87 & G98)	0	2
G31	G31(1)	(!G68 & !G81 & !G91) | (G81 & G91)	0	3
G32	G32(1)	(!G32 & G41 & !G100) | (G32 & !G41 & !G100) | (G32 & G41 & G100)	0	3
G33	G33(1)	(!G69 & G84) | (G69 & !G84 & G96)	0	3
G34	G34(1)	(!G91 & !G95) | (!G66 & !G91) | (!G66 & !G95) | (G66 & G91 & G95)	0	3
G35	G35(1)	(!G86 & !G90 & !G91 & !G92) | (!G86 & G90 & G91 & !G92) | (G86 & !G90 & !G91 & G92) | (G86 & G90 & !G91 & !G92)	0	4
G36	G36(1)	(!G50) | (G97)	0	2
G37	G37(1)	(!G87 & G99) | (!G87 & G89) | (G89 & G99)	0	3
G38	G38(1)	(!G94) | (G89)	0	2
G39	G39(1)	(!G81)	0	1
G40	G40(1)	(!G93 & !G100) | (!G93 & G97) | (G97 & !G100)	0	3
G41	G41(1)	(!G34 & G55 & !G80) | (G34 & !G55 & !G80) | (G34 & G55 & G80)	0	3
G42	G42(1)	(G94)	0	1
G43	G43(1)	(!G41 & !G71 & G80) | (G71 & !G80) | (G41 & G71)	0	3
G44	G44(1)	(!G78 & !G90 & !G100) | (!G78 & !G90 & !G99) | (G78 & G90 & G100) | (G78 & G90 & G99)	0	4
G45	G45(1)	(G57)	0	1
G46	G46(1)	(!G87 & G99) | (!G87 & G89) | (G89 & G99)	0	3
G47	G47(1)	(!G22)	0	1
G48	G48(1)	(!G22)	0	1
G49	G49(1)	(!G45 & G93)	0	2
G50	G50(1)	(!G22)	0	1
G51	G51(1)	(!G34 & !G94 & G98) | (G34 & G94 & !G98)	0	3
G52	G52(1)	(!G63 & G74) | (!G35 & G63 & !G74) | (G35 & !G63) | (G35 & G74)	0	3
G53	G53(1)	(!G97 & !G100) | (!G53 & G97 & G100) | (G53 & !G97)	0	3
G54	G54(1)	(!G89 & !G93 & !G96) | (!G87 & !G89 & !G93) | (!G87 & !G89 & !G96) | (G87 & G93 & G96)	0	4
G55	G55(1)	(!G22 & !G74) | (!G9 & !G22) | (G9 & G22 & G74)	0	3
G56	G56(1)	(!G40 & G81) | (G40 & !G81)	0	2
G57	G57(1)	(!G23)	0	1
G58	G58(1)	(G73 & !G85)	0	2
G59	G59(1)	(!G67 & !G88) | (!G67 & !G86)	0	3
G60	G60(1)	(!G91 & !G99 & !G100) | (G99 & G100) | (G91 & G99)	0	3
G61	G61(1)	(G81)	0	1
G62	G62(1)	(!G80 & !G89 & !G96) | (G80 & G89 & G96)	0	3
G63	G63(1)	(!G68 & !G75) | (G60 & G75)	0	3
G64	G64(1)	(!G57 & G75 & !G97) | (G57 & G97)	0	3
G65	G65(1)	(!G52 & G76 & !G100) | (G52 & !G76)	0	3
G66	G66(1)	(!G3 & !G68) | (!G3 & !G44) | (G44 & !G68)	0	3
G67	G67(1)	(!G93 & !G96) | (!G93 & G100)	0	3
G68	G68(1)	(!G10 & !G51 & G52) | (G10 & !G51 & !G52) | (G10 & G51 & G52)	0	3
G69	G69(1)	(!G92 & !G96 & G98 & G99) | (G96 & G98 & !G99) | (G92 & !G98 & G99) | (G92 & G96 & !G99)	0	4
G70	G70(1)	(!G92 & G94 & G98) | (G92 & G94 & !G98)	0	3
G71	G71(1)	(!G85 & !G97 & !G98) | (G85 & G97 & !G98)	0	3
G72	G72(1)	(!G40 & !G62 & !G73) | (G40 & G62)	0	3
G73	G73(1)	(G54 & G97) | (G54 & G77)	0	3
G74	G74(1)	(!G79 & G84 & G87) | (!G77 & G79 & !G84 & !G87) | (G77 & !G79 & !G84 & !G87) | (G77 & G79 & G84 & !G87)	0	4
G75	G75(1)	(!G85 & !G95) | (!G65 & !G85) | (G65 & !G95) | (G65 & G85)	0	3
G76	G76(1)	(!G86 & !G90 & !G91) | (!G78 & G90 & G91) | (G78 & !G86 & !G90) | (G78 & !G86 & !G91) | (G86 & G90 & G91)	0	4
G77	G77(1)	(!G74 & G88 & !G99) | (G74 & !G88) | (G74 & G99)	0	3
G78	G78(1)	(!G31 & !G38 & G74) | (G38 & !G74) | (G31 & !G74) | (G31 & G38)	0	3
G79	G79(1)	(!G75 & G78 & !G97) | (G75 & !G78 & !G97)	0	3
G80	G80(1)	(!G3 & !G64 & G88) | (!G3 & G64 & !G88) | (G3 & !G64 & !G88)	0	3
G81	G81(1)	(!G89 & G94)	0	2
G82	G82(1)	(!G87 & !G89 & !G99) | (G87 & !G89 & G99)	0	3
G83	G83(1)	(!G87 & G99) | (!G87 & G89) | (G89 & G99)	0	3
G84	G84(1)	(!G75 & !G98) | (G88 & G98)	0	3
G85	G85(1)	(G90 & G99) | (G89 & G99) | (G89 & G90)	0	3
G86	G86(1)	(G50)	0	1
