Gen	Regla_ID	Regla	Error	N_reguladores
G1	G1(1)	(!G65) | (!G55 & G71) | (G55 & !G71)	0	3
G2	G2(1)	(!G76 & G82 & !G100) | (G76 & !G82 & G100)	0	3
G3	G3(1)	(!G25 & G75) | (!G25 & G54) | (G25 & !G54 & !G75) | (G54 & G75)	0	3
G4	G4(1)	(!G68 & G86) | (G83 & !G86) | (G68 & !G86)	0	3
G5	G5(1)	(G61) | (G35)	0	2
G6	G6(1)	(!G35 & !G83) | (G71 & G83) | (G35 & G83)	0	3
G7	G7(1)	(!G7 & !G72)	0	2
G8	G8(1)	(!G65) | (G92 & G97)	0	3
G9	G9(1)	(!G89) | (!G88 & !G96)	0	3
G10	G10(1)	(!G26 & !G98)	0	2
G11	G11(1)	(!G72 & G79)	0	2
G12	G12(1)	(!G86 & G89) | (G79 & G89)	0	3
G13	G13(1)	(!G86 & !G98)	0	2
G14	G14(1)	(!G44 & !G71 & G72) | (G44 & G71 & G72)	0	3
G15	G15(1)	(!G88) | (!G67 & !G96) | (G67 & G96)	0	3
G16	G16(1)	(!G35 & G53)	0	2
G17	G17(1)	(!G26 & !G59 & G74) | (!G26 & G59 & !G74) | (G26 & !G59 & !G74)	0	3
G18	G18(1)	(!G47 & G83 & G89) | (G47 & !G83)	0	3
G19	G19(1)	(!G51)	0	1
G20	G20(1)	(!G75 & !G76) | (!G3 & !G76) | (!G3 & G75)	0	3
G21	G21(1)	(!G35 & !G61)	0	2
G22	G22(1)	(G77 & !G83) | (G72)	0	3
G23	G23(1)	(!G35 & !G61)	0	2
G24	G24(1)	(!G34 & !G65)	0	2
G25	G25(1)	(!G85 & !G90 & G92) | (!G85 & G90 & !G92) | (G85 & G90 & G92)	0	3
G26	G26(1)	(!G46 & G82) | (G46 & G60 & !G82)	0	3
G27	G27(1)	(!G74 & G82 & !G100) | (G74 & !G82)	0	3
G28	G28(1)	(G34 & G90) | (G27 & !G34)	0	3
G29	G29(1)	(!G83 & G95 & G96 & G97) | (G83 & !G96 & !G97) | (G83 & !G95)	0	4
G30	G30(1)	(!G55 & !G88 & !G100) | (!G55 & G88 & G100)	0	3
G31	G31(1)	(G61) | (G35)	0	2
G32	G32(1)	(G61 & !G92) | (!G59 & G61) | (G59 & !G61 & G92)	0	3
G33	G33(1)	(!G17 & !G50 & !G76) | (G17 & !G50 & G76) | (G17 & G50 & !G76)	0	3
G34	G34(1)	(!G55 & G69 & !G71) | (G55 & G69 & G71)	0	3
G35	G35(1)	(!G39 & !G86 & G92) | (!G39 & G86 & !G92) | (G39 & G86 & G92)	0	3
G36	G36(1)	(G51) | (G34)	0	2
G37	G37(1)	(!G62 & G84) | (!G59 & G62) | (G59 & !G62)	0	3
G38	G38(1)	(!G79 & G88 & G91) | (G79 & !G88 & !G91)	0	3
G39	G39(1)	(!G18 & !G34 & G49) | (!G18 & G34 & !G49) | (G18 & !G34 & !G49) | (G18 & G34 & G49)	0	3
G40	G40(1)	(!G61 & !G89 & !G92) | (G61 & G89 & !G92)	0	3
G41	G41(1)	(!G75 & !G77 & !G94 & !G100) | (!G75 & G77 & G100) | (!G75 & G77 & G94) | (G75 & !G77 & G94) | (G75 & G77 & !G94 & !G100)	0	4
G42	G42(1)	(G89 & G96) | (G88 & G89)	0	3
G43	G43(1)	(!G35 & !G61)	0	2
G44	G44(1)	(!G71 & G92) | (G6 & G71)	0	3
G45	G45(1)	(!G48 & !G61) | (G48 & G61) | (G50 & !G61)	0	3
G46	G46(1)	(!G55 & !G93 & !G96) | (G93 & G96) | (G55 & G93)	0	3
G47	G47(1)	(!G75 & G79) | (!G74 & G75 & !G79) | (G74 & !G75)	0	3
