Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1
G3	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0
G4	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G5	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
G6	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0
G7	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G8	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
G9	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0
G10	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
G11	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0
G12	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G14	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1
G15	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0
G16	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0
G17	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1
G18	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
G19	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G20	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G21	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0
G22	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
G23	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
G24	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
G25	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1
G26	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1
G27	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1
G28	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
G29	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1
G30	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1
G31	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
G32	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1
G33	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0
G34	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1
G35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G37	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1
G38	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
G39	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0
G40	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G41	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G42	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
G43	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1
G44	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0
G45	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0
G46	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1
G47	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0
G48	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0
G49	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1
G50	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0
G51	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
G52	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0
G53	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0
G54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
G55	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0
G56	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G57	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
G58	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G59	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
G60	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0
G61	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
G62	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G63	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G64	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1
G65	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1
G66	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0
G67	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1
G68	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1
G69	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G70	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1
G71	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1
G72	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G73	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G74	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1
G75	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G76	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G77	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0
G78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1
G79	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G80	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G81	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1
G82	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G83	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1
G84	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G85	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
G86	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G87	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
G88	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0
G89	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G90	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G91	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1
G92	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G93	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
G94	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
G95	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
G96	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1
G97	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1
G98	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
G99	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0
G100	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1
