Gen	X0	X50	X100	X150	X200	X250	X300	X350	X400	X450	X500	X550	X600	X650	X700	X750	X800	X850	X900	X950	X1000
G1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1
G2	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
G3	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0
G4	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1
G5	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G6	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1
G7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
G8	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
G9	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G10	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
G11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G12	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G13	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G14	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
G15	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
G16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
G17	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1
G18	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1
G19	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
G20	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1
G21	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G22	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0
G23	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G24	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
G25	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0
G26	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0
G27	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1
G28	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0
G29	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1
G30	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
G31	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G32	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0
G33	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0
G34	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0
G35	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
G36	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
G37	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0
G38	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
G39	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0
G40	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1
G41	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0
G42	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G43	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G44	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0
G45	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0
G46	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0
G47	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1
G48	0	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1
G49	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
G50	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
G51	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
G52	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1
G53	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
G54	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0
G55	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1
G56	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0
G57	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0
G58	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G59	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0
G60	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0
G61	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G62	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
G63	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G64	1	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1
G65	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
G66	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G67	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0
G68	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1
G69	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
G70	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0
G71	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0
G72	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
G73	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G74	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1
G75	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0
G76	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
G77	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1
G78	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
G79	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
G80	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
G81	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G82	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0
G83	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1
G84	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
G85	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
G86	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
G87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G88	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1
G89	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
G90	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0
G91	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G92	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0
